,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
MMP7,0.9466,0.0534,2.8750656948042224,8.821019e-06,4.3080166e-07,1e-07,0.5,4.0785375,4.1465826,2.4568746,-4.06637,13.276663,0.0027767722,0.0,0.004608294930875576,0.0,0.019783344,0.0,True,Tumor vs Normal,Tumor,Normal
ZBTB16,0.9780000000000001,0.02199999999999991,3.7944667723561034,2.7267168e-05,0.0002862916,1e-07,0.5,-4.0268307,-4.0294614,1.8321438,-9.917805,1.6953526,0.06877136,0.56224704,0.11059907834101386,0.4782608695652173,0.582288,5.2251782,True,Tumor vs Normal,Tumor,Normal
TRAV9-2,0.9494,0.05059999999999998,2.931878442728327,2.8187625e-07,1.2151497e-06,1e-07,0.5,-4.0103602,-4.476609,2.4385798,-9.513752,4.659212,0.00074294436,0.0,0.002304147465437788,0.0,0.005459196,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV5-1,0.9420000000000001,0.05799999999999994,2.787562102231878,4.230837e-07,1.2686232e-06,1e-07,0.5,-3.9874098,-4.542268,2.8651955,-10.388227,7.3253,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
MT-ND6,0.9561999999999999,0.04380000000000006,3.0833330609571883,0.00010846708,0.00079327583,1e-07,0.5,-3.8996305,-4.0488462,2.1207252,-11.040171,2.4258528,0.20889622,1.0449231,0.2626728110599073,0.7391304347826084,1.7235949,9.650042,True,Tumor vs Normal,Tumor,Normal
SH2D7,0.9852,0.014800000000000035,4.198216819951087,1.2916046e-06,2.5368061e-05,1e-07,0.5,-3.8563206,-3.7079663,1.774179,-12.606429,1.4444523,0.0013162725,0.039113928,0.002304147465437788,0.043478260869565216,0.010984696,0.34048966,True,Tumor vs Normal,Tumor,Normal
TRAV35,0.9514,0.04859999999999998,2.974310857841264,3.3925693e-07,2.1905755e-06,1e-07,0.5,-3.7966933,-3.9744272,2.2592847,-10.194761,4.795311,0.0008820486,0.0,0.002304147465437788,0.0,0.0057580876,0.0,True,Tumor vs Normal,Tumor,Normal
PDK4,0.964,0.03600000000000003,3.2875720887501396,0.000105606916,0.00087463704,1e-07,0.5,-3.7777867,-3.5825658,2.1683903,-12.206522,2.6187477,0.18386044,1.0340377,0.21428571428571397,0.6086956521739129,1.4877932,9.236562,True,Tumor vs Normal,Tumor,Normal
HIST1H2BB,0.9518,0.04820000000000002,2.982995710668006,1.0233937e-06,8.21214e-06,1e-07,0.5,-3.7065656,-3.8155622,2.0979514,-10.166063,3.8975067,0.0012885849,0.0,0.002304147465437788,0.0,0.009548016,0.0,True,Tumor vs Normal,Tumor,Normal
C11orf96,0.9396,0.06040000000000001,2.744464992923915,0.0012364794,0.00013568261,1e-07,0.5,3.7042575,3.7396507,2.617344,-4.094146,10.729326,1.3477455,0.369426,0.7465437788018466,0.30434782608695654,11.101686,3.5783892,True,Tumor vs Normal,Tumor,Normal
TRBV6-1,0.9398000000000001,0.06019999999999992,2.74799457888156,4.293087e-07,1.385646e-06,1e-07,0.5,-3.6836004,-4.1983385,2.5757773,-10.836878,6.0197763,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
AC017074.1,0.9378,0.06220000000000003,2.713181556801915,9.3155813e-07,7.2485127e-06,1e-07,0.5,-3.5966961,-3.697527,2.1472232,-11.40412,3.2201462,0.0,0.05936576,0.0,0.043478260869565216,0.0,0.51678336,True,Tumor vs Normal,Tumor,Normal
TRDV3,0.9540000000000001,0.04599999999999993,3.0320220680500927,2.4759962e-07,1.7620757e-06,1e-07,0.5,-3.5814426,-3.7889757,1.8689263,-8.859226,2.8437214,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
QPRT,0.9626,0.03739999999999999,3.2479669954574106,1.9453499e-05,1.5267926e-06,1e-07,0.5,3.5466628,3.6363325,1.6989323,-2.4397068,8.2767515,0.021872424,0.0,0.057603686635944666,0.0,0.16019775,0.0,True,Tumor vs Normal,Tumor,Normal
TWIST1,0.944,0.05600000000000005,2.8247743074321585,3.885837e-05,2.8378643e-06,1e-07,0.5,3.4697633,3.6226997,2.0117595,-4.4086533,9.458197,0.06563659,0.0,0.1382488479262673,0.0,0.50743216,0.0,True,Tumor vs Normal,Tumor,Normal
ELL3,0.9368,0.06320000000000003,2.6961653635774967,2.1134067e-06,1.1534329e-05,1e-07,0.5,-3.4602706,-3.8861017,1.8490626,-8.266335,1.670002,0.001605724,0.0,0.004608294930875576,0.0,0.011341289,0.0,True,Tumor vs Normal,Tumor,Normal
AC009065.4,0.9394,0.06059999999999999,2.740946326146231,8.098995e-07,5.5407727e-06,1e-07,0.5,-3.4413493,-3.6302366,2.2939286,-10.042017,3.9526958,0.001658726,0.0,0.004608294930875576,0.0,0.011740859,0.0,True,Tumor vs Normal,Tumor,Normal
IGHG1,0.9506,0.0494,2.9571427480765746,9.7949705e-05,2.7904634e-06,1e-07,0.5,3.4239357,3.1699643,2.2380693,-3.3830318,11.706294,0.06326209,0.0,0.10368663594470048,0.0,0.57003015,0.0,True,Tumor vs Normal,Tumor,Normal
ZNF469,0.9558,0.04420000000000002,3.0738236812785265,6.9615276e-06,5.125066e-07,1e-07,0.5,3.4049056,3.42939,1.7803924,-4.246685,9.864414,0.010551748,0.0,0.02534562211981567,0.0,0.079081744,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-5,0.937,0.06299999999999994,2.699548407789103,3.6187619e-06,1.1033389e-05,1e-07,0.5,-3.3662808,-3.849432,2.4646378,-9.021679,4.6793537,0.0027109806,0.0,0.009216589861751152,0.0,0.019631132,0.0,True,Tumor vs Normal,Tumor,Normal
GSTM2,0.9481999999999999,0.05180000000000007,2.9071751186987034,1.2985865e-05,7.532835e-05,1e-07,0.5,-3.352451,-3.5320435,1.7783939,-8.416582,1.7300425,0.031126387,0.047153514,0.04608294930875574,0.043478260869565216,0.26731578,0.43463713,True,Tumor vs Normal,Tumor,Normal
WWC1,0.9458,0.054200000000000026,2.859350047835406,5.906787e-06,6.352398e-07,1e-07,0.5,3.2852898,3.3551235,1.7846937,-2.5405655,8.400398,0.005000641,0.0,0.009216589861751152,0.0,0.038743544,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-18,0.9424,0.057599999999999985,2.794907082195586,7.661237e-07,4.8804673e-06,1e-07,0.5,-3.263413,-3.2260246,2.130608,-9.869293,3.0519009,0.000483433,0.0,0.002304147465437788,0.0,0.00331588,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV19,0.9364,0.06359999999999999,2.689429118717184,3.9711708e-07,1.179252e-06,1e-07,0.5,-3.228878,-3.5227766,2.3655834,-9.877752,5.9611673,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CCDC129,0.9486,0.0514,2.9153488569717028,5.1076887e-07,8.871562e-06,1e-07,0.5,-3.2206101,-2.9881277,2.076405,-13.168913,2.0540428,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV3-1,0.9451999999999999,0.05480000000000007,2.847706179456818,9.4532993e-07,5.864122e-06,1e-07,0.5,-3.1678243,-3.2617455,1.7136892,-8.733866,2.5006943,0.0011951326,0.0,0.002304147465437788,0.0,0.010029952,0.0,True,Tumor vs Normal,Tumor,Normal
TMEM158,0.9371999999999999,0.06280000000000008,2.7029414845939113,3.6777838e-05,2.9746077e-06,1e-07,0.5,3.1521463,3.3457918,2.0035005,-4.763088,8.771951,0.032779574,0.0,0.08294930875576036,0.0,0.25156763,0.0,True,Tumor vs Normal,Tumor,Normal
MAMDC2,0.9483999999999999,0.05160000000000009,2.911254498449375,1.8438617e-05,0.00012765195,1e-07,0.5,-3.1473775,-3.0764818,1.87755,-9.793824,3.7504854,0.03184293,0.1155942,0.05529953917050688,0.08695652173913043,0.26396897,1.2085763,True,Tumor vs Normal,Tumor,Normal
FAM89B,0.9374,0.06259999999999999,2.706344658305962,7.069637e-05,1.0448161e-05,1e-07,0.5,3.1236942,2.992146,1.9241824,-3.328105,7.8666143,0.14791076,0.020331811,0.2718894009216584,0.043478260869565216,1.193161,0.18120837,True,Tumor vs Normal,Tumor,Normal
IGLV2-23,0.9364,0.06359999999999999,2.689429118717184,4.7118664e-07,2.3701732e-06,1e-07,0.5,-3.1191187,-3.2383375,2.1120813,-9.705982,4.5405197,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
SERHL2,0.956,0.04400000000000004,3.078568062320689,1.8090119e-06,1.1780289e-05,1e-07,0.5,-3.0809035,-3.1772938,1.5112246,-8.622853,2.6561222,0.0019375561,0.053743873,0.002304147465437788,0.043478260869565216,0.016285628,0.55900025,True,Tumor vs Normal,Tumor,Normal
CD36,0.937,0.06299999999999994,2.699548407789103,0.00012239603,0.0006278693,1e-07,0.5,-3.010026,-3.1844606,3.811991,-13.153147,8.375682,0.24720407,1.2659816,0.19354838709677397,0.5652173913043477,2.0592358,11.741535,True,Tumor vs Normal,Tumor,Normal
SNX32,0.9698,0.030200000000000005,3.469247619476059,3.881343e-07,2.4981373e-06,1e-07,0.5,-2.9856286,-3.0166225,1.2283413,-7.356638,1.6104374,0.000590143,0.0,0.002304147465437788,0.0,0.0039760186,0.0,True,Tumor vs Normal,Tumor,Normal
GFRA1,0.9511999999999999,0.048800000000000066,2.9699938381124933,3.6219728e-06,2.69897e-05,1e-07,0.5,-2.9812708,-2.9805927,1.6971153,-8.039285,2.723156,0.0010482686,0.09640899,0.002304147465437788,0.08695652173913043,0.008549066,0.863188,True,Tumor vs Normal,Tumor,Normal
EVA1B,0.9775999999999999,0.022400000000000087,3.7760391933569935,0.00010264881,1.20361165e-05,1e-07,0.5,2.9378042,2.9901347,1.1530604,-0.95583344,7.083726,0.23149242,0.0,0.3663594470046073,0.0,1.857903,0.0,True,Tumor vs Normal,Tumor,Normal
BRWD1-AS2,0.967,0.03300000000000003,3.377690641297818,7.1197684e-07,3.9455645e-06,1e-07,0.5,-2.874975,-2.8962984,1.296633,-6.8140373,1.5251713,0.0008996404,0.0,0.002304147465437788,0.0,0.006818187,0.0,True,Tumor vs Normal,Tumor,Normal
SULT1A2,0.9758,0.0242,3.6969046112440425,1.6064287e-06,8.952394e-06,1e-07,0.5,-2.874236,-2.907712,1.2438109,-6.453973,3.1944752,0.0013525187,0.0,0.004608294930875576,0.0,0.009530734,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV4-1,0.947,0.05300000000000005,2.88300700151439,1.896707e-06,7.904178e-06,1e-07,0.5,-2.8499818,-3.1061873,1.6000006,-6.6796837,3.611395,0.0031561095,0.0,0.009216589861751152,0.0,0.02502498,0.0,True,Tumor vs Normal,Tumor,Normal
RPS10,0.9392,0.060799999999999965,2.7374385062754003,0.0008310255,6.291599e-05,1e-07,0.5,2.8444364,3.5483608,3.325596,-7.069352,9.072809,0.90387547,0.034130666,0.6336405529953928,0.043478260869565216,7.551019,0.3041914,True,Tumor vs Normal,Tumor,Normal
USP2,0.9450000000000001,0.05499999999999994,2.843851571025118,7.370609e-06,4.430538e-05,1e-07,0.5,-2.828665,-2.8401394,1.5329355,-8.307354,2.8202066,0.021001544,0.10512765,0.04608294930875574,0.08695652173913043,0.15915012,0.92426866,True,Tumor vs Normal,Tumor,Normal
UBTD2,0.9376000000000001,0.0623999999999999,2.7097579938564995,2.9101917e-05,4.5636693e-06,1e-07,0.5,2.7900608,2.7814693,1.6313902,-3.2153616,6.5235214,0.043116424,0.0,0.11059907834101386,0.0,0.30886108,0.0,True,Tumor vs Normal,Tumor,Normal
RGS6,0.941,0.05900000000000005,2.7694055368151407,3.3636215e-06,2.0467323e-05,1e-07,0.5,-2.7889628,-2.7633362,1.6224183,-8.983056,3.0647259,0.0115530295,0.13067435,0.020737327188940093,0.13043478260869565,0.103921086,1.1842806,True,Tumor vs Normal,Tumor,Normal
BRI3,0.9498,0.05020000000000002,2.9402362207427024,0.0002632151,4.059573e-05,1e-07,0.5,2.7876267,2.8139348,1.6882299,-3.0427723,6.31752,0.36587703,0.0,0.506912442396312,0.0,3.0207994,0.0,True,Tumor vs Normal,Tumor,Normal
GPX3,0.9470000000000001,0.052999999999999936,2.8830070015143923,0.00016118622,0.0009103653,1e-07,0.5,-2.785337,-2.777172,1.7147676,-9.795029,3.2545118,0.24604294,0.9420862,0.276497695852534,0.5652173913043477,2.109033,8.820528,True,Tumor vs Normal,Tumor,Normal
BATF3,0.9706,0.02939999999999998,3.4969194327933892,2.8935305e-05,3.6269669e-06,1e-07,0.5,2.7561958,2.7017589,1.301587,-2.1028385,7.916857,0.07900111,0.0,0.14285714285714285,0.0,0.6630602,0.0,True,Tumor vs Normal,Tumor,Normal
GSTM5,0.9678,0.032200000000000006,3.4030587015826104,3.7078864e-06,2.259841e-05,1e-07,0.5,-2.7458205,-2.7480626,1.2600157,-7.555957,1.6401939,0.003928517,0.028182033,0.013824884792626729,0.043478260869565216,0.031305477,0.23050785,True,Tumor vs Normal,Tumor,Normal
PPP1R14B,0.9348,0.06520000000000004,2.662872991055349,0.0001580277,1.8636707e-05,1e-07,0.5,2.7440739,2.870129,1.5619324,-3.2302923,6.887985,0.20257169,0.019385213,0.31105990783410065,0.043478260869565216,1.6157057,0.16785797,True,Tumor vs Normal,Tumor,Normal
INHBA,0.937,0.06299999999999994,2.699548407789103,0.00015112438,1.8386381e-05,1e-07,0.5,2.6553848,2.683526,1.6208402,-3.198431,8.532655,0.14822039,0.0,0.19585253456221174,0.0,1.1901714,0.0,True,Tumor vs Normal,Tumor,Normal
PNPLA7,0.9353999999999999,0.0646000000000001,2.672759690395092,1.4692594e-06,8.014772e-06,1e-07,0.5,-2.6507275,-2.606038,1.5209612,-9.426147,2.20545,0.0013069962,0.0,0.002304147465437788,0.0,0.009960628,0.0,True,Tumor vs Normal,Tumor,Normal
MTMR8,0.9466,0.0534,2.8750656948042224,3.1153255e-07,1.6795454e-06,1e-07,0.5,-2.645215,-2.5768013,1.4443486,-8.332388,2.0907555,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
SUCLG2-AS1,0.9652000000000001,0.03479999999999994,3.322717669974716,2.4354688e-06,1.413079e-05,1e-07,0.5,-2.6110694,-2.6052823,1.2284478,-7.0485563,1.6293163,0.003649392,0.0,0.01152073732718894,0.0,0.026554137,0.0,True,Tumor vs Normal,Tumor,Normal
RTCA-AS1,0.9448,0.05520000000000003,2.840010141024949,1.1518366e-06,6.159116e-06,1e-07,0.5,-2.4882603,-2.4715595,1.335829,-7.005225,3.0352917,0.0035070656,0.040033545,0.002304147465437788,0.043478260869565216,0.037139423,0.37128627,True,Tumor vs Normal,Tumor,Normal
AC099850.1,0.9444,0.05559999999999998,2.8323664346874557,1.79075e-06,8.214218e-06,1e-07,0.5,-2.480619,-2.4626503,1.307366,-8.257356,1.6370163,0.0027393992,0.04191359,0.004608294930875576,0.043478260869565216,0.020094635,0.3665689,True,Tumor vs Normal,Tumor,Normal
ZNF20,0.9468,0.053200000000000025,2.879029303884215,1.1878946e-06,5.453678e-06,1e-07,0.5,-2.4765718,-2.4389305,1.3473482,-6.825535,2.4813004,0.0029072547,0.0,0.004608294930875576,0.0,0.02717534,0.0,True,Tumor vs Normal,Tumor,Normal
ALOX15B,0.9402,0.059799999999999964,2.755086801045413,7.724645e-07,3.9983215e-06,1e-07,0.5,-2.473515,-2.4542904,1.4470376,-7.541312,3.1089802,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PMEPA1,0.9388,0.06120000000000003,2.7304551217118043,0.0002894345,5.2429335e-05,1e-07,0.5,2.420186,2.4952497,1.2717268,-1.6210527,6.1538515,0.42555022,0.07534011,0.5092165898617498,0.08695652173913043,3.3558466,0.6547129,True,Tumor vs Normal,Tumor,Normal
SRPX,0.9452,0.05479999999999996,2.8477061794568197,5.0742394e-05,0.00024545676,1e-07,0.5,-2.4045362,-2.5090032,1.4236237,-9.3410015,5.0298233,0.08929965,0.22589624,0.14285714285714285,0.21739130434782608,0.7518023,2.0571332,True,Tumor vs Normal,Tumor,Normal
RPS4Y1,0.9484,0.05159999999999998,2.911254498449377,0.00010607828,6.28084e-05,1e-07,0.5,2.2906704,3.2134905,6.937769,-20.985153,13.050397,0.17873369,0.051210146,0.20737327188940063,0.043478260869565216,1.3573204,0.44343236,True,Tumor vs Normal,Tumor,Normal
TMEM44-AS1,0.9384,0.06159999999999999,2.723514275118579,7.083185e-06,2.684144e-05,1e-07,0.5,-2.2298472,-2.2931042,1.1229364,-5.8062153,1.6669712,0.010284706,0.020331811,0.018433179723502304,0.043478260869565216,0.07660022,0.18120837,True,Tumor vs Normal,Tumor,Normal
CDV3,0.9476,0.0524,2.8950257006709337,0.000110287525,2.409981e-05,1e-07,0.5,2.1466043,2.2297683,0.94516885,-1.2509861,4.966483,0.17849106,0.0,0.3156682027649762,0.0,1.4069932,0.0,True,Tumor vs Normal,Tumor,Normal
NXN,0.9464,0.05359999999999998,2.871116068586631,4.0072617e-05,9.472912e-06,1e-07,0.5,2.1134822,2.0728297,1.0932239,-1.7388535,6.612502,0.069838375,0.019385213,0.15207373271889396,0.043478260869565216,0.55167794,0.16785797,True,Tumor vs Normal,Tumor,Normal
LACC1,0.9430000000000001,0.05699999999999994,2.8060148499647815,1.1973211e-05,2.8333695e-06,1e-07,0.5,2.038945,2.0638037,0.98443604,-1.4607143,5.087575,0.017277915,0.0,0.034562211981566816,0.0,0.14109269,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-40,0.945,0.05500000000000005,2.843851571025116,2.0389637e-06,1.7247306e-06,1e-07,0.5,-1.9809746,-2.900014,3.0352306,-8.732077,6.5220947,0.0025687728,0.0,0.004608294930875576,0.0,0.020060688,0.0,True,Tumor vs Normal,Tumor,Normal
NDUFB8,0.9666,0.033399999999999985,3.3652285703727176,0.00015165479,2.156709e-05,1e-07,0.5,1.9048711,2.6808214,2.5994277,-4.746792,6.4787273,0.25222984,0.046145618,0.3917050691244229,0.043478260869565216,2.0015903,0.3991002,True,Tumor vs Normal,Tumor,Normal
PARL,0.9621999999999999,0.037800000000000056,3.23691297248243,2.1983635e-05,4.289559e-06,1e-07,0.5,1.3538504,2.4877458,2.513902,-5.225456,5.2494116,0.041878577,0.0,0.10368663594470048,0.0,0.32982436,0.0,True,Tumor vs Normal,Tumor,Normal
CHMP4A,0.9488000000000001,0.05119999999999991,2.9194583114251484,5.5193435e-05,1.4714199e-05,1e-07,0.5,1.2730237,1.9686036,1.8537327,-3.609871,4.638338,0.09128434,0.0,0.18663594470046063,0.0,0.768589,0.0,True,Tumor vs Normal,Tumor,Normal
RBAK-RBAKDN,0.9392,0.060799999999999965,2.7374385062754003,8.826761e-06,1.8454647e-06,1e-07,0.5,1.1210967,1.8708029,2.478661,-5.481615,6.155964,0.01562714,0.0,0.043778801843317956,0.0,0.116879426,0.0,True,Tumor vs Normal,Tumor,Normal
COMMD3,0.9354,0.06459999999999999,2.672759690395094,4.452374e-05,1.3284896e-05,1e-07,0.5,1.0969003,1.816957,1.8092816,-3.9451122,4.3018503,0.08158963,0.0,0.17281105990783396,0.0,0.6863071,0.0,True,Tumor vs Normal,Tumor,Normal
