,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
IGHG1,0.9554,0.04459999999999997,3.0643960281814424,2.4201678e-05,4.0605468e-07,1e-07,0.5,4.1312094,4.047475,2.3059833,-1.8846169,12.600622,0.048096843,0.0,0.05,0.0,0.4755468,0.0,True,Tumor vs Normal,Tumor,Normal
LCN2,0.9564,0.04359999999999997,3.088118866327286,3.712336e-06,2.5729813e-07,1e-07,0.5,4.0760355,4.1378403,2.3381114,-4.8980885,11.585171,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
MMP7,0.964,0.03600000000000003,3.2875720887501396,6.3940415e-06,3.043819e-07,1e-07,0.5,4.0664115,4.1364565,2.1017792,-3.6506462,9.977883,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ICAM4,0.9470000000000001,0.052999999999999936,2.8830070015143923,4.863255e-06,2.7223896e-07,1e-07,0.5,4.0655856,4.1714516,2.3423061,-4.4764404,11.615258,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CXCL8,0.9514,0.04859999999999998,2.974310857841264,4.4045897e-05,2.8471263e-06,1e-07,0.5,4.0600767,4.1492505,2.7592437,-4.5060883,11.770778,0.049175866,0.0,0.1,0.0,0.3306708,0.0,True,Tumor vs Normal,Tumor,Normal
DES,0.9584,0.04159999999999997,3.1371648301434383,9.002343e-06,5.1115563e-07,1e-07,0.5,4.0549407,4.0805483,2.2190576,-3.4329147,12.478999,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
HSPA6,0.9686,0.031399999999999983,3.429043528907814,0.00015716908,7.781629e-06,1e-07,0.5,4.049335,4.020246,2.0429194,-2.616293,10.990483,0.16872376,0.013812859,0.1,0.034482758620689655,1.4216607,0.11886048,True,Tumor vs Normal,Tumor,Normal
RRAD,0.965,0.03500000000000003,3.316779764498021,3.3365308e-05,4.104323e-06,1e-07,0.5,4.0329604,4.210671,2.4681578,-5.2988796,11.5099325,0.07215168,0.0,0.05,0.0,0.7133837,0.0,True,Tumor vs Normal,Tumor,Normal
CCL19,0.9444,0.05559999999999998,2.8323664346874557,1.0494201e-05,4.832754e-07,1e-07,0.5,3.9066973,3.9923182,2.493934,-5.438925,11.169325,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CXCL10,0.9440000000000001,0.05599999999999994,2.8247743074321603,1.3660361e-05,5.154449e-07,1e-07,0.5,3.888006,3.7658987,2.6987722,-5.090105,13.754874,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV12-5,0.9406,0.05940000000000001,2.7622235854237056,4.216113e-07,3.8443154e-06,1e-07,0.5,-3.8870254,-3.9737158,2.4288313,-10.257347,3.1599617,0.0,0.06430109,0.0,0.034482758620689655,0.0,0.50958943,True,Tumor vs Normal,Tumor,Normal
KCNE4,0.9808,0.019199999999999995,3.9334577755107722,3.007645e-05,2.343815e-06,1e-07,0.5,3.8601673,3.8388,1.8333337,-1.8908558,10.5064745,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV25,0.9426,0.05740000000000001,2.798597547557051,2.0355343e-07,2.4760336e-06,1e-07,0.5,-3.8515832,-3.896329,2.3412402,-10.891874,3.0887623,0.0,0.025433317,0.0,0.034482758620689655,0.0,0.20156033,True,Tumor vs Normal,Tumor,Normal
TRDV1,0.9556,0.044399999999999995,3.0690997312529054,1.8553571e-06,1.6297836e-05,1e-07,0.5,-3.8251321,-3.8794956,2.2156246,-10.832316,2.188757,0.0,0.08229871,0.0,0.034482758620689655,0.0,0.5799387,True,Tumor vs Normal,Tumor,Normal
MSX1,0.9754,0.024599999999999955,3.6801008040858587,8.717284e-06,4.9184297e-07,1e-07,0.5,3.816017,3.8420773,1.7082919,-1.8413429,9.480579,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CXCL2,0.9383999999999999,0.0616000000000001,2.723514275118577,6.7676054e-05,4.8370975e-06,1e-07,0.5,3.778284,3.9274387,2.732333,-5.221939,12.180282,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-17,0.932,0.06799999999999995,2.6178249731802863,3.7461314e-07,1.9772433e-06,1e-07,0.5,-3.6549375,-3.618042,2.4264069,-10.449762,4.268877,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
DUOX2,0.9352,0.06479999999999997,2.669454663171554,1.1360878e-06,9.609604e-08,1e-07,0.5,3.6235554,3.6510048,1.9612726,-3.2859879,10.424654,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
POSTN,0.955,0.04500000000000004,3.0550486389594163,4.447557e-05,3.4567975e-06,1e-07,0.5,3.6062655,3.8108268,2.4039605,-5.336649,10.821885,0.05785757,0.0,0.05,0.0,0.53301364,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV21-1,0.9472,0.05279999999999996,2.886998894581037,1.1257545e-06,1.00074985e-05,1e-07,0.5,-3.6060624,-3.7227354,1.9816763,-9.3963175,2.3160744,0.0,0.05002629,0.0,0.034482758620689655,0.0,0.41535676,True,Tumor vs Normal,Tumor,Normal
CXCL3,0.9546,0.045399999999999996,3.0457800897357927,3.9688934e-05,2.9908251e-06,1e-07,0.5,3.5903754,3.6691623,2.0897567,-3.0398636,10.309392,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV14DV4,0.9394,0.06059999999999999,2.740946326146231,7.1103193e-07,7.501209e-06,1e-07,0.5,-3.5829165,-3.55721,2.2815745,-10.491819,3.43812,0.0,0.022258358,0.0,0.034482758620689655,0.0,0.1797668,True,Tumor vs Normal,Tumor,Normal
PTGS2,0.9496,0.0504,2.936049480336206,1.9670455e-05,1.3716805e-06,1e-07,0.5,3.4809144,3.5566669,2.0663536,-3.109108,10.204213,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
BATF3,0.9686,0.031399999999999983,3.429043528907814,5.472833e-06,4.7473753e-07,1e-07,0.5,3.459289,3.4943686,1.5978291,-1.8171349,7.989276,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PTGER3,0.987,0.013000000000000012,4.329719922873182,1.5679636e-05,1.6794165e-06,1e-07,0.5,3.4499776,3.2818737,1.5384074,-1.3308563,9.353484,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TTC24,0.9546,0.045399999999999996,3.0457800897357927,6.895037e-07,6.439723e-06,1e-07,0.5,-3.442472,-3.5559406,1.9209154,-8.142146,4.3962116,0.0,0.033385977,0.0,0.034482758620689655,0.0,0.27719608,True,Tumor vs Normal,Tumor,Normal
MAFA,0.9354,0.06459999999999999,2.672759690395094,2.3882456e-05,1.8282159e-06,1e-07,0.5,3.4049368,3.5440125,2.2478368,-4.8984375,10.001679,0.0427369,0.0,0.05,0.0,0.27683386,0.0,True,Tumor vs Normal,Tumor,Normal
BNC2,0.9518,0.04820000000000002,2.982995710668006,8.406493e-06,6.5645474e-07,1e-07,0.5,3.3143132,3.2617273,1.9814277,-3.9778843,10.948771,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TFEC,0.9502,0.049799999999999955,2.948657314443122,7.0413416e-06,5.890368e-07,1e-07,0.5,3.3099198,3.389,1.7677603,-2.630783,8.458333,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
EGOT,0.9534,0.046599999999999975,3.0184337975356508,3.1505172e-06,3.04549e-07,1e-07,0.5,3.3094106,3.348484,1.7687511,-2.7459335,8.616818,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
NUAK1,0.9566,0.043399999999999994,3.0929256701788073,1.364723e-05,1.4059416e-06,1e-07,0.5,3.299355,3.312418,1.7509407,-2.445366,8.63853,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
HSPA1B,0.9502,0.049799999999999955,2.948657314443122,0.0023710858,0.00023019488,1e-07,0.5,3.2939265,3.2732859,1.8638529,-2.4200716,9.310883,1.8832116,0.15165563,0.8000000000000002,0.13793103448275862,17.6904,1.3404782,True,Tumor vs Normal,Tumor,Normal
MAL,0.9818,0.018199999999999994,3.9879654882761786,5.5521672e-05,0.00046496376,1e-07,0.5,-3.259012,-3.159573,1.4595308,-8.723479,1.0464315,0.076132506,1.1433748,0.1,0.8275862068965515,0.5531123,10.51541,True,Tumor vs Normal,Tumor,Normal
NCS1,0.9510000000000001,0.04899999999999993,2.9656935708684005,1.19493225e-05,1.1119463e-06,1e-07,0.5,3.2527726,3.2715964,1.7885064,-2.064331,9.291074,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
MT3,0.9369999999999999,0.06300000000000006,2.699548407789101,1.4358145e-05,9.692872e-05,1e-07,0.5,-3.243194,-3.332456,2.85956,-11.226698,6.4487753,0.0,0.21322942,0.0,0.20689655172413796,0.0,2.0730462,True,Tumor vs Normal,Tumor,Normal
ADM5,0.993,0.007000000000000006,4.954819096489944,5.239336e-06,4.6316921e-07,1e-07,0.5,3.2414575,3.0962267,1.3512349,-0.20663643,8.822324,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV13-2,0.9380000000000001,0.061999999999999944,2.7166154133318052,8.9093055e-07,7.926019e-06,1e-07,0.5,-3.2229638,-3.1736956,1.9923307,-9.437262,2.4026203,0.0,0.033385977,0.0,0.034482758620689655,0.0,0.27719608,True,Tumor vs Normal,Tumor,Normal
NXN,0.9702000000000001,0.029799999999999938,3.482993517036499,5.918036e-06,6.285514e-07,1e-07,0.5,3.2212837,3.2761374,1.407802,-1.7320156,7.530816,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
HSPA1A,0.9513999999999999,0.04860000000000009,2.9743108578412616,0.00535414,0.000600033,1e-07,0.5,3.1932104,3.1360059,1.851215,-2.489005,10.372467,2.5955844,0.42127895,0.9000000000000002,0.41379310344827597,24.511463,3.8784647,True,Tumor vs Normal,Tumor,Normal
STC1,0.9612,0.038799999999999946,3.209762009904824,7.904371e-06,6.637341e-07,1e-07,0.5,3.1723228,3.2273502,1.6982387,-2.9673843,9.010224,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
MPZ,0.9570000000000001,0.04299999999999993,3.102603053650602,6.30146e-05,0.0008662289,1e-07,0.5,-3.171504,-3.6453328,2.7039654,-9.763073,5.7996197,0.27345297,1.0675126,0.2,0.7241379310344827,2.0916333,9.404701,True,Tumor vs Normal,Tumor,Normal
JADE3,0.9648000000000001,0.0351999999999999,3.310874469642846,2.5716681e-06,2.4133328e-07,1e-07,0.5,3.1471734,3.1110983,1.5218209,-1.052002,8.112814,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
SULF1,0.9476,0.0524,2.8950257006709337,0.0002136173,3.2308322e-05,1e-07,0.5,3.1351473,3.0094852,2.0490282,-3.8532743,11.264028,0.09409055,0.03063476,0.05,0.034482758620689655,1.2515663,0.2504704,True,Tumor vs Normal,Tumor,Normal
FOXC1,0.9586,0.04139999999999999,3.1421927747802774,2.120319e-05,1.9164193e-06,1e-07,0.5,2.9942813,2.790783,1.6337091,-1.5539532,9.031068,0.025801977,0.0,0.05,0.0,0.16713569,0.0,True,Tumor vs Normal,Tumor,Normal
ARNTL2,0.9676,0.032399999999999984,3.3966600576305104,7.029101e-06,7.999264e-07,1e-07,0.5,2.985624,2.9890814,1.357739,-1.7659397,7.186245,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
AK5,0.9366,0.06340000000000001,2.6927922882544832,1.0750695e-05,9.553149e-05,1e-07,0.5,-2.9707403,-3.098772,1.9817884,-9.354544,4.9120026,0.0699697,0.19405049,0.05,0.24137931034482762,0.6461284,1.6980379,True,Tumor vs Normal,Tumor,Normal
CCL20,0.9468,0.053200000000000025,2.879029303884215,2.5137162e-05,1.7162778e-05,1e-07,0.5,2.9624968,3.4755168,3.128294,-7.7349806,11.443501,0.0,0.02364827,0.0,0.034482758620689655,0.0,0.2034948,True,Tumor vs Normal,Tumor,Normal
CCL18,0.9358,0.06420000000000003,2.679398422659016,1.4016081e-05,1.8764149e-06,1e-07,0.5,2.8870842,2.9039845,1.8300403,-3.1630936,9.845454,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
LINC01281,0.9380000000000001,0.061999999999999944,2.7166154133318052,1.4792477e-06,1.4534839e-05,1e-07,0.5,-2.8704214,-2.8273,1.616437,-8.199638,1.8032379,0.0,0.014434865,0.0,0.034482758620689655,0.0,0.101718925,True,Tumor vs Normal,Tumor,Normal
EGFL6,0.9490000000000001,0.050999999999999934,2.923582980344599,3.5435203e-06,5.1063523e-07,1e-07,0.5,2.7949376,2.9127312,1.4652126,-3.3011608,7.2534122,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
P4HA3,0.9551999999999999,0.04480000000000006,3.0597123904721473,4.294575e-06,5.7938735e-07,1e-07,0.5,2.7689464,2.7920666,1.3254923,-1.7662296,7.2529945,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
LIME1,0.9441999999999999,0.05580000000000007,2.8285639701044425,1.4386336e-06,7.1975096e-06,1e-07,0.5,-2.7686324,-3.380724,3.9347453,-14.186502,4.131775,0.0,0.007046664,0.0,0.034482758620689655,0.0,0.056911487,True,Tumor vs Normal,Tumor,Normal
CDH11,0.9600000000000001,0.039999999999999925,3.178053590764646,3.892212e-05,6.2287304e-06,1e-07,0.5,2.736255,2.6611528,1.478311,-1.8223228,9.294911,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
DNAJA4,0.9540000000000001,0.04599999999999993,3.0320220680500927,0.00011961453,1.6845042e-05,1e-07,0.5,2.7329586,2.747655,1.3387511,-2.4590464,6.9061956,0.10342738,0.020602403,0.15000000000000002,0.034482758620689655,0.7687025,0.17883584,True,Tumor vs Normal,Tumor,Normal
PDE10A,0.9624,0.03759999999999997,3.2424258586979,6.5170393e-06,1.0215289e-06,1e-07,0.5,2.724425,2.4646358,1.5649892,-1.4047909,9.104375,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
HIST1H4F,0.9328,0.06720000000000004,2.6305174299780223,3.9051784e-07,1.933111e-06,1e-07,0.5,-2.7235456,-2.8594875,1.8246629,-7.931036,3.923832,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
LILRB3,0.9542,0.04579999999999995,3.036588994101264,3.3447582e-06,5.5237444e-07,1e-07,0.5,2.7229624,2.7475395,1.3346208,-1.7982311,7.0548687,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
LACC1,0.9444,0.05559999999999998,2.8323664346874557,3.9554457e-06,6.4299286e-07,1e-07,0.5,2.6845236,2.7478037,1.4173803,-2.1104546,6.6263466,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IER3,0.9446,0.055400000000000005,2.8361817937898715,0.0007103805,0.00011220485,1e-07,0.5,2.6774173,2.7372656,1.4992356,-2.642088,8.378784,0.635322,0.20712563,0.49999999999999994,0.1724137931034483,5.356491,2.049728,True,Tumor vs Normal,Tumor,Normal
KRT7,0.9329999999999999,0.06700000000000006,2.6337124429207703,1.1875997e-05,1.6323879e-06,1e-07,0.5,2.6657917,2.6391373,1.6760106,-3.7604866,8.073333,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PGM5,0.9401999999999999,0.059800000000000075,2.7550868010454113,8.495643e-06,1.2888477e-06,1e-07,0.5,2.621307,2.5914745,1.4433697,-2.914318,7.5709496,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ANO1,0.9326,0.06740000000000002,2.627331228810728,4.0931183e-05,6.695236e-06,1e-07,0.5,2.620738,2.4180317,1.8724966,-2.6610994,9.963296,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
GFRA2,0.9685999999999999,0.031400000000000095,3.42904352890781,6.5681794e-05,0.00079277327,1e-07,0.5,-2.5942235,-3.3415985,3.5738082,-10.303316,9.47349,0.094446674,0.5849366,0.15000000000000002,0.44827586206896564,0.667935,5.3679914,True,Tumor vs Normal,Tumor,Normal
NHSL2,0.9388,0.06120000000000003,2.7304551217118043,1.7668672e-05,3.0867466e-06,1e-07,0.5,2.545886,2.5573778,1.4324716,-2.5800343,6.709011,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
SLC7A11,0.9328000000000001,0.06719999999999993,2.6305174299780245,1.6191658e-05,2.191539e-06,1e-07,0.5,2.5344748,2.6499124,1.7244465,-4.057684,7.7384043,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CD274,0.9528,0.04720000000000002,3.005010924080578,9.010957e-06,1.5456628e-06,1e-07,0.5,2.5151033,2.547265,1.2635642,-2.7216148,5.979224,0.03226717,0.0,0.05,0.0,0.23558949,0.0,True,Tumor vs Normal,Tumor,Normal
ENAH,0.9358,0.06420000000000003,2.679398422659016,3.3531545e-05,5.498539e-06,1e-07,0.5,2.4797382,2.4711795,1.3928971,-1.1787701,8.034088,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
CHADL,0.9581999999999999,0.04180000000000006,3.132159956120123,3.1787928e-05,0.0002212419,1e-07,0.5,-2.4375918,-2.9323235,2.672889,-8.445498,6.2793922,0.0970735,0.4731453,0.15000000000000002,0.44827586206896564,0.68501055,4.046269,True,Tumor vs Normal,Tumor,Normal
CHST15,0.9568,0.043200000000000016,3.0977536669163523,8.365208e-06,1.4755245e-06,1e-07,0.5,2.4210148,2.4375257,1.1314033,-1.7383842,6.443573,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
RCC2,0.9434,0.056599999999999984,2.813481219562552,2.1648582e-05,3.483493e-06,1e-07,0.5,2.4134243,2.4144144,1.2385335,-1.06176,5.8267,0.0,0.007046664,0.0,0.034482758620689655,0.0,0.056911487,True,Tumor vs Normal,Tumor,Normal
IGSF10,0.9386,0.06140000000000001,2.7269794159949496,1.7899908e-06,9.867656e-06,1e-07,0.5,-2.3776839,-2.4131966,1.3134407,-6.062045,2.4783192,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
BCL2A1,0.9398,0.06020000000000003,2.747994578881558,6.2148697e-06,5.4803118e-06,1e-07,0.5,2.2640138,2.876686,3.1169538,-8.658663,10.560287,0.0,0.013812859,0.0,0.034482758620689655,0.0,0.11886048,True,Tumor vs Normal,Tumor,Normal
RAMP3,0.9352,0.06479999999999997,2.669454663171554,8.2250435e-06,1.2806112e-06,1e-07,0.5,2.252444,2.3726397,1.8596889,-5.565029,8.972441,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
MT1M,0.933,0.06699999999999995,2.633712442920772,0.0001430272,0.00068494043,1e-07,0.5,-2.241784,-2.636117,2.4892907,-8.861131,9.218138,0.16712819,1.0679953,0.15000000000000002,0.6551724137931034,1.5343978,9.401522,True,Tumor vs Normal,Tumor,Normal
GFRA1,0.9738,0.0262,3.6154461615712816,6.626871e-05,0.0005795899,1e-07,0.5,-2.2082968,-3.1137738,3.3028643,-8.555135,10.385239,0.24229634,0.49419498,0.2,0.41379310344827597,2.0941093,4.517235,True,Tumor vs Normal,Tumor,Normal
GPM6B,0.9394,0.06059999999999999,2.740946326146231,0.00066151883,0.004142874,1e-07,0.5,-2.202352,-2.821417,3.3639343,-9.902221,9.441517,1.1232135,2.049894,0.7000000000000001,0.8965517241379307,10.260911,18.267174,True,Tumor vs Normal,Tumor,Normal
SCN7A,0.9744,0.025599999999999956,3.6392291651079196,0.00018937148,0.0014908378,1e-07,0.5,-2.197257,-3.0085955,3.079351,-7.8209004,9.124949,0.38510066,1.2691256,0.3,0.7931034482758619,3.3150208,11.298435,True,Tumor vs Normal,Tumor,Normal
STX1A,0.9356000000000001,0.0643999999999999,2.6760742570085547,8.797315e-06,1.980903e-06,1e-07,0.5,2.1661508,2.1885595,1.1276976,-1.7473488,5.78059,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
FXYD1,0.9552,0.04479999999999995,3.0597123904721504,0.0004146543,0.0025106801,1e-07,0.5,-2.1253495,-2.5807595,1.9653524,-6.9223576,4.609825,0.71590364,1.9766084,0.5499999999999999,0.9999999999999996,6.036124,17.958012,True,Tumor vs Normal,Tumor,Normal
SOX2,0.9401999999999999,0.059800000000000075,2.7550868010454113,5.0685703e-05,0.0003193699,1e-07,0.5,-1.8219278,-2.509894,3.2310252,-9.048618,9.329417,0.27183232,0.4110438,0.3,0.34482758620689663,1.9718344,3.6990113,True,Tumor vs Normal,Tumor,Normal
TAC3,0.9401999999999999,0.059800000000000075,2.7550868010454113,5.82614e-06,3.7541264e-05,1e-07,0.5,-1.7618368,-2.3371553,2.7160752,-8.299046,7.388317,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
FGFBP2,0.9378,0.06220000000000003,2.713181556801915,7.007152e-05,0.00038777155,1e-07,0.5,-1.7589408,-2.3595996,3.3482451,-9.127157,10.154658,0.27646887,0.48134023,0.25,0.3793103448275863,2.4256887,4.4138165,True,Tumor vs Normal,Tumor,Normal
ABCA6,0.9376,0.06240000000000001,2.7097579938564973,2.3732071e-05,0.00010597857,1e-07,0.5,-1.5853372,-2.117865,2.458142,-6.504402,7.174796,0.103059635,0.12730852,0.15000000000000002,0.13793103448275862,0.8699973,1.1108742,True,Tumor vs Normal,Tumor,Normal
ARHGEF26,0.9468,0.053200000000000025,2.879029303884215,6.18215e-05,0.00023407902,1e-07,0.5,-1.5547433,-2.327352,2.4899552,-6.5851383,7.632926,0.20222376,0.28553227,0.2,0.2758620689655173,1.7828487,2.644814,True,Tumor vs Normal,Tumor,Normal
FKBP1C,0.9494,0.05059999999999998,2.931878442728327,1.4592272e-05,7.759243e-06,1e-07,0.5,-1.5245608,-0.7514858,3.742073,-9.03282,5.450034,0.0711856,0.0,0.05,0.0,0.71151674,0.0,True,Tumor vs Normal,Tumor,Normal
LAMP5,0.9322,0.06779999999999997,2.6209850522269886,4.802078e-05,0.00019087699,1e-07,0.5,-1.5198624,-2.1973915,3.7945285,-10.823519,11.384812,0.07473691,0.29037908,0.1,0.2758620689655173,0.49993968,2.5057294,True,Tumor vs Normal,Tumor,Normal
CHL1,0.9326000000000001,0.0673999999999999,2.62733122881073,0.00015941852,0.0006397166,1e-07,0.5,-1.3608234,-2.0985312,2.9725447,-7.5512924,9.380168,0.39326522,0.73038995,0.39999999999999997,0.6551724137931034,3.2736342,6.3517756,True,Tumor vs Normal,Tumor,Normal
LPAR1,0.9618,0.03820000000000001,3.225970761848134,9.565913e-05,0.00044926978,1e-07,0.5,-1.3326042,-2.2667103,3.4411702,-7.4398994,9.985818,0.15176257,0.59115505,0.2,0.44827586206896564,1.1843493,5.208721,True,Tumor vs Normal,Tumor,Normal
NCAM1,0.9378,0.06220000000000003,2.713181556801915,0.00017624925,0.00080662814,1e-07,0.5,-1.2804236,-2.0665674,3.129602,-7.7638235,9.912908,0.2776356,0.8544009,0.25,0.6551724137931034,2.3726904,7.559872,True,Tumor vs Normal,Tumor,Normal
L1CAM,0.937,0.06299999999999994,2.699548407789103,0.00027136592,0.0013092961,1e-07,0.5,-1.2512295,-1.9713311,3.4433362,-10.235623,10.801407,0.6095096,0.99739933,0.44999999999999996,0.6551724137931034,5.6674485,9.067796,True,Tumor vs Normal,Tumor,Normal
RGS11,0.9440000000000001,0.05599999999999994,2.8247743074321603,4.06033e-05,0.00016055215,1e-07,0.5,-1.208624,-1.9172211,2.7961953,-6.784771,8.694305,0.0,0.3369673,0.0,0.31034482758620696,0.0,3.1233757,True,Tumor vs Normal,Tumor,Normal
