,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
RPS10-NUDT3,0.9500000000000001,0.04999999999999993,2.9444387896927777,7.5434755e-08,6.9890854e-07,1e-07,0.5,-4.591501,-4.897958,2.1520689,-10.0205555,2.9356117,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-27,0.9426,0.05740000000000001,2.798597547557051,1.1961994e-06,6.0141842e-06,1e-07,0.5,-4.550111,-5.0751286,2.4926505,-10.825207,3.9890985,0.0017170385,0.0,0.0015923566878980893,0.0,0.016148621,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-40,0.9491999999999999,0.05080000000000007,2.927722983661984,2.8059077e-07,1.4048107e-06,1e-07,0.5,-4.5439754,-5.163022,2.7692642,-10.628271,4.367773,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PDXP,0.9478,0.052200000000000024,2.8990608336247803,2.1670007e-07,1.6913507e-06,1e-07,0.5,-4.533121,-4.99051,2.3815155,-10.591724,5.7669716,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV2,0.9438000000000001,0.05619999999999992,2.820997355052181,1.8985232e-07,4.4830153e-07,1e-07,0.5,-4.530752,-5.2794285,3.0351639,-11.11627,5.8587055,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PDF,0.9431999999999999,0.05680000000000007,2.809741858041937,1.6933411e-06,5.3984695e-06,1e-07,0.5,-4.51472,-5.308997,2.81157,-10.027212,3.892868,0.0014979488,0.0,0.0031847133757961785,0.0,0.0120527875,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV8-1,0.9478,0.052200000000000024,2.8990608336247803,2.373549e-07,8.761826e-07,1e-07,0.5,-4.4546404,-5.047846,2.5968292,-10.643894,4.767992,0.002003336,0.0,0.0015923566878980893,0.0,0.019198239,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-51,0.9632,0.036800000000000055,3.264762968022636,1.3812202e-06,3.32898e-06,1e-07,0.5,-4.4267244,-5.0086584,2.9632418,-11.117168,6.0413284,0.0025199205,0.041480616,0.0031847133757961785,0.07142857142857142,0.026498009,0.29785046,True,Tumor vs Normal,Tumor,Normal
IGKV3D-11,0.9564,0.04359999999999997,3.088118866327286,1.8072166e-07,1.0933408e-06,1e-07,0.5,-4.4224377,-4.8754787,2.3005188,-11.402145,4.472183,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV4-59,0.9418,0.05820000000000003,2.7839074218687356,3.6549008e-07,3.8571497e-06,1e-07,0.5,-4.345929,-4.621463,2.6614678,-12.376055,5.3239193,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV3-25,0.9543999999999999,0.045600000000000085,3.0411749454429295,8.4453785e-07,1.8007548e-06,1e-07,0.5,-4.318213,-5.1288986,2.958341,-10.951927,6.088217,0.002673044,0.0,0.0015923566878980893,0.0,0.036791738,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-9,0.9500000000000001,0.04999999999999993,2.9444387896927777,4.971862e-07,2.201426e-06,1e-07,0.5,-4.316764,-4.7679777,2.7022917,-11.142336,5.9128036,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-33,0.9466,0.0534,2.8750656948042224,2.915772e-07,1.7856913e-06,1e-07,0.5,-4.3120985,-4.7585306,2.7137184,-11.777241,3.8911285,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV6-5,0.963,0.03700000000000003,3.2591352392678825,5.757651e-07,8.4093335e-07,1e-07,0.5,-4.2159634,-5.0630827,3.2024858,-10.586443,5.9392433,0.003742732,0.0,0.0031847133757961785,0.0,0.030596845,0.0,True,Tumor vs Normal,Tumor,Normal
RBKS,0.948,0.052000000000000046,2.903110601914443,4.3379634e-05,0.0002688608,1e-07,0.5,-4.18642,-4.6393676,2.0490136,-9.26322,2.5366926,0.06695297,0.3768371,0.0875796178343949,0.4285714285714285,0.6466783,3.8496993,True,Tumor vs Normal,Tumor,Normal
NLRP6,0.9561999999999999,0.04380000000000006,3.0833330609571883,2.2573771e-07,1.7439581e-06,1e-07,0.5,-4.1815658,-4.5205164,2.1222744,-9.916912,3.7570572,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGLC2,0.9532,0.04679999999999995,3.0139413391167738,0.0003480039,1.22503e-05,1e-07,0.5,4.1571,4.555599,2.283813,-5.8302927,10.111999,0.29570088,0.0,0.33121019108280253,0.0,3.050135,0.0,True,Tumor vs Normal,Tumor,Normal
HNRNPUL2-BSCL2,0.9546,0.045399999999999996,3.0457800897357927,3.519621e-07,1.3096912e-06,1e-07,0.5,-4.1564054,-4.423973,2.8245633,-12.537689,6.4189367,0.00086898875,0.0,0.0015923566878980893,0.0,0.0068617407,0.0,True,Tumor vs Normal,Tumor,Normal
SMARCA5-AS1,0.9516,0.0484,2.978644768603285,5.771569e-07,4.0102072e-06,1e-07,0.5,-4.1379848,-4.4685497,2.6511824,-11.292065,6.698532,0.0016489895,0.0,0.0015923566878980893,0.0,0.019051297,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-6,0.9452,0.05479999999999996,2.8477061794568197,6.985606e-07,3.6055733e-06,1e-07,0.5,-4.137836,-4.6659126,2.4820662,-10.05455,3.557209,0.0029557028,0.0,0.0015923566878980893,0.0,0.047253028,0.0,True,Tumor vs Normal,Tumor,Normal
IGHG1,0.9554,0.04459999999999997,3.0643960281814424,4.3461987e-05,1.1054827e-06,1e-07,0.5,4.1058207,4.0490623,2.5013833,-3.6263866,12.776785,0.0534381,0.0,0.07165605095541401,0.0,0.544676,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV1-44,0.9472,0.05279999999999996,2.886998894581037,3.115432e-07,1.4908305e-06,1e-07,0.5,-4.1047235,-4.53506,2.7676828,-12.829781,5.6395283,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
GPR25,0.9601999999999999,0.03980000000000006,3.1832744429646938,5.3590935e-07,1.1861234e-06,1e-07,0.5,-4.0689535,-4.688114,3.1271276,-11.706284,6.368576,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TREX1,0.954,0.04600000000000004,3.03202206805009,5.492523e-07,1.8872759e-06,1e-07,0.5,-4.054843,-4.61277,2.5155652,-10.1872425,4.334688,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ELL3,0.9424,0.057599999999999985,2.794907082195586,1.1877501e-06,7.1240975e-06,1e-07,0.5,-4.01641,-4.2961607,2.3040397,-10.210732,4.0317783,0.0008870008,0.016646547,0.0015923566878980893,0.07142857142857142,0.006850832,0.1195301,True,Tumor vs Normal,Tumor,Normal
IGHV4-39,0.9412,0.05879999999999996,2.7730136425053487,1.8502649e-06,1.0565105e-05,1e-07,0.5,-3.9792886,-4.477088,2.2399516,-8.911355,3.8709621,0.0009345011,0.12906325,0.0015923566878980893,0.14285714285714285,0.0076030926,1.0827793,True,Tumor vs Normal,Tumor,Normal
REG1A,0.9408,0.05920000000000003,2.7658088769647486,5.8831533e-06,4.5183305e-07,1e-07,0.5,3.904513,3.8836641,2.7151673,-8.117407,14.0161295,0.0054107117,0.0,0.009554140127388535,0.0,0.0521968,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-5,0.9510000000000001,0.04899999999999993,2.9656935708684005,2.584694e-06,5.9028284e-06,1e-07,0.5,-3.8895493,-4.5550194,2.776118,-10.10527,5.756654,0.0026708732,0.0,0.004777070063694268,0.0,0.023892013,0.0,True,Tumor vs Normal,Tumor,Normal
F8A1,0.9592,0.04079999999999995,3.157417287630535,1.2967686e-05,6.9217475e-07,1e-07,0.5,3.8795347,4.259,1.6295007,-1.9037247,7.313236,0.029412746,0.0,0.04936305732484076,0.0,0.27109903,0.0,True,Tumor vs Normal,Tumor,Normal
AP003774.4,0.9574,0.04259999999999997,3.112366799386283,2.5644188e-06,7.2233693e-06,1e-07,0.5,-3.8556907,-4.410555,2.8220809,-13.461554,5.859085,0.0030499317,0.0,0.004777070063694268,0.0,0.025526132,0.0,True,Tumor vs Normal,Tumor,Normal
PSMA2,0.9506,0.0494,2.9571427480765746,0.00020497761,8.874117e-06,1e-07,0.5,3.8123634,4.465107,2.243144,-3.276783,8.873367,0.26407692,0.0,0.32961783439490444,0.0,2.5415497,0.0,True,Tumor vs Normal,Tumor,Normal
ASTL,0.9508,0.04920000000000002,2.961409919253223,1.4509638e-07,8.933995e-07,1e-07,0.5,-3.727941,-3.8485785,2.0519288,-10.009708,3.1947803,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
SEPHS2,0.95,0.050000000000000044,2.9444387896927755,1.7920162e-05,5.0229184e-05,1e-07,0.5,-3.707271,-4.382127,2.390273,-7.9997168,3.8653307,0.029942097,0.24862833,0.042993630573248405,0.2857142857142857,0.27026874,2.5706084,True,Tumor vs Normal,Tumor,Normal
IGLV1-47,0.9434,0.056599999999999984,2.813481219562552,1.1219565e-06,3.8646917e-06,1e-07,0.5,-3.6830328,-3.6996393,2.6163456,-11.249499,6.8836145,0.0006550439,0.0,0.0015923566878980893,0.0,0.005429052,0.0,True,Tumor vs Normal,Tumor,Normal
ACTN2,0.9408,0.05920000000000003,2.7658088769647486,6.3123184e-07,2.707795e-06,1e-07,0.5,-3.6677985,-3.9935093,2.1125317,-9.671007,3.8249855,0.0,0.05193601,0.0,0.07142857142857142,0.0,0.4466362,True,Tumor vs Normal,Tumor,Normal
IGKV2-30,0.9574,0.04259999999999997,3.112366799386283,3.3492036e-06,5.084021e-06,1e-07,0.5,-3.6621099,-4.368394,3.0531602,-10.466735,9.04405,0.0012383481,0.0,0.0015923566878980893,0.0,0.011588078,0.0,True,Tumor vs Normal,Tumor,Normal
POC1B-GALNT4,0.9556,0.044399999999999995,3.0690997312529054,7.2694525e-07,4.890144e-06,1e-07,0.5,-3.638205,-3.7729597,1.623826,-8.859863,1.5344772,0.0009345011,0.0,0.0015923566878980893,0.0,0.0076030926,0.0,True,Tumor vs Normal,Tumor,Normal
TPSD1,0.9518,0.04820000000000002,2.982995710668006,0.00024605778,0.0007615362,1e-07,0.5,-3.6367726,-4.233353,2.6771922,-13.056411,7.6080236,0.35237917,1.588048,0.22770700636942673,0.8571428571428569,3.4931793,17.71429,True,Tumor vs Normal,Tumor,Normal
ZCCHC12,0.9486,0.0514,2.9153488569717028,2.1035498e-07,1.7654154e-06,1e-07,0.5,-3.5986745,-3.5687923,2.0568209,-11.782145,2.7311954,0.0023793776,0.0,0.0031847133757961785,0.0,0.021698218,0.0,True,Tumor vs Normal,Tumor,Normal
IGKC,0.9514,0.04859999999999998,2.974310857841264,0.0009309787,5.2716125e-05,1e-07,0.5,3.5891292,3.7909355,2.0869026,-4.8084993,10.065643,0.8243765,0.0,0.6242038216560551,0.0,8.40979,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV4-1,0.955,0.04500000000000004,3.0550486389594163,6.004855e-06,2.0626201e-05,1e-07,0.5,-3.5733278,-3.9367113,2.437042,-9.183036,5.344837,0.0074091894,0.0,0.007961783439490446,0.0,0.08551467,0.0,True,Tumor vs Normal,Tumor,Normal
IGLC3,0.9544,0.045599999999999974,3.041174945442932,0.000140088,7.33035e-06,1e-07,0.5,3.5259066,3.6117253,2.2493212,-6.2664537,11.19129,0.13003238,0.0,0.13853503184713375,0.0,1.3595847,0.0,True,Tumor vs Normal,Tumor,Normal
LEKR1,0.9492,0.050799999999999956,2.9277229836619862,1.6698374e-06,9.413415e-06,1e-07,0.5,-3.4859192,-3.7616491,1.7519932,-8.117606,3.0238314,0.0062546534,0.17036366,0.004777070063694268,0.14285714285714285,0.08078087,1.9212699,True,Tumor vs Normal,Tumor,Normal
IGHV1-18,0.9512,0.048799999999999955,2.969993838112496,1.0596402e-06,3.035005e-06,1e-07,0.5,-3.4149284,-3.8910646,2.4661336,-10.592615,4.7036533,0.0035550988,0.0,0.0031847133757961785,0.0,0.0480387,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV2-23,0.954,0.04600000000000004,3.03202206805009,2.536598e-06,5.896936e-06,1e-07,0.5,-3.385087,-3.8143463,2.2406363,-8.1662035,5.7997046,0.0019751054,0.0,0.0031847133757961785,0.0,0.016244575,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV3-1,0.9410000000000001,0.05899999999999994,2.7694055368151425,2.0317152e-06,5.3329045e-06,1e-07,0.5,-3.37957,-3.8089304,2.543571,-9.880907,5.6145916,0.0028105741,0.0,0.0031847133757961785,0.0,0.032226544,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV3-19,0.96,0.040000000000000036,3.1780535907646423,1.226776e-06,2.4052094e-06,1e-07,0.5,-3.3541298,-4.0336027,2.6270752,-9.4360485,5.336809,0.0017404461,0.0,0.004777070063694268,0.0,0.01416404,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV2-14,0.941,0.05900000000000005,2.7694055368151407,3.289491e-06,1.00723355e-05,1e-07,0.5,-3.3338552,-3.632082,2.5578716,-10.1258745,5.284404,0.0030700052,0.0,0.0031847133757961785,0.0,0.03589063,0.0,True,Tumor vs Normal,Tumor,Normal
GCC2-AS1,0.9456,0.054400000000000004,2.8554553195417203,8.5376075e-07,1.8043797e-06,1e-07,0.5,-3.3025575,-4.0204782,2.46747,-8.432947,4.5894413,0.0018052342,0.0,0.0031847133757961785,0.0,0.015878085,0.0,True,Tumor vs Normal,Tumor,Normal
RNF31,0.9464,0.05359999999999998,2.871116068586631,1.7807264e-06,9.1034535e-06,1e-07,0.5,-3.2743561,-3.4472704,2.0410547,-8.57482,3.089037,0.0006626879,0.0,0.0015923566878980893,0.0,0.005616525,0.0,True,Tumor vs Normal,Tumor,Normal
AC016831.7,0.9512,0.048799999999999955,2.969993838112496,1.0041316e-05,6.563414e-05,1e-07,0.5,-3.2637353,-3.4006648,1.857667,-9.8606,3.5686636,0.01290079,0.10320285,0.01910828025477707,0.14285714285714285,0.12356217,0.8147564,True,Tumor vs Normal,Tumor,Normal
HDAC11-AS1,0.941,0.05900000000000005,2.7694055368151407,9.130658e-07,2.830587e-06,1e-07,0.5,-3.2446406,-3.663455,2.1815367,-9.112127,4.2249002,0.0018058501,0.0,0.0031847133757961785,0.0,0.015826594,0.0,True,Tumor vs Normal,Tumor,Normal
IGHA1,0.944,0.05600000000000005,2.8247743074321585,0.00044797486,3.2576747e-05,1e-07,0.5,3.2420938,3.4594526,1.9115698,-4.0141478,8.654658,0.61238617,0.0,0.5477707006369442,0.0,6.1067934,0.0,True,Tumor vs Normal,Tumor,Normal
HIST1H2BB,0.9420000000000001,0.05799999999999994,2.787562102231878,4.0353518e-07,1.590495e-06,1e-07,0.5,-3.204143,-3.4031076,2.322596,-9.942661,5.038988,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-21,0.9422,0.05779999999999996,2.791228628190702,7.861814e-07,2.5701986e-06,1e-07,0.5,-3.1974003,-3.544571,2.503572,-9.979919,5.0862236,0.00067459955,0.0,0.0015923566878980893,0.0,0.00522133,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-23,0.9426000000000001,0.057399999999999896,2.798597547557053,2.561018e-06,8.409113e-06,1e-07,0.5,-3.190086,-3.5611496,2.6897798,-10.192595,6.2038937,0.0018168881,0.0,0.0031847133757961785,0.0,0.016157504,0.0,True,Tumor vs Normal,Tumor,Normal
AK1,0.9462,0.05379999999999996,2.867180320724311,5.6120725e-06,4.622906e-07,1e-07,0.5,3.1775613,3.4453363,1.6972032,-3.595787,8.688055,0.007436244,0.0,0.009554140127388535,0.0,0.06976962,0.0,True,Tumor vs Normal,Tumor,Normal
RTEL1,0.9478,0.052200000000000024,2.8990608336247803,1.4663656e-06,3.2685246e-06,1e-07,0.5,-3.1693845,-3.8059359,2.2748334,-9.350393,4.954894,0.005054051,0.0,0.004777070063694268,0.0,0.06077896,0.0,True,Tumor vs Normal,Tumor,Normal
UBE2Q2L,0.9404,0.059599999999999986,2.7586495854431625,5.6102743e-07,4.0775485e-06,1e-07,0.5,-3.1650565,-3.2053633,1.9026109,-9.165018,5.020754,0.00067459955,0.0,0.0015923566878980893,0.0,0.00522133,0.0,True,Tumor vs Normal,Tumor,Normal
COG8,0.9446,0.055400000000000005,2.8361817937898715,1.0977409e-05,7.695843e-07,1e-07,0.5,3.155503,3.3671455,1.933748,-3.4183102,7.8408794,0.01125705,0.0,0.01910828025477707,0.0,0.098553315,0.0,True,Tumor vs Normal,Tumor,Normal
MT-ND6,0.9408,0.05920000000000003,2.7658088769647486,7.5338656e-05,0.00044014907,1e-07,0.5,-3.154145,-3.3195977,1.8788756,-11.2404995,3.0112362,0.12103604,0.6805167,0.1305732484076433,0.4999999999999999,1.1890076,8.120975,True,Tumor vs Normal,Tumor,Normal
LCN10,0.9498000000000001,0.05019999999999991,2.9402362207427046,7.184121e-07,2.0198113e-06,1e-07,0.5,-3.1311789,-3.552477,2.2493095,-9.240208,5.134136,0.00051453477,0.0,0.0015923566878980893,0.0,0.0040485193,0.0,True,Tumor vs Normal,Tumor,Normal
GPR174,0.9502,0.049799999999999955,2.948657314443122,1.3684087e-06,2.9708401e-06,1e-07,0.5,-3.122954,-3.6357203,2.556728,-9.246578,5.8780746,0.0011511396,0.0,0.0031847133757961785,0.0,0.0087591885,0.0,True,Tumor vs Normal,Tumor,Normal
U2AF1,0.9484,0.05159999999999998,2.911254498449377,4.448619e-05,2.7268102e-06,1e-07,0.5,3.0594096,3.6877065,2.4416697,-4.9058113,7.5529375,0.07337479,0.0,0.10350318471337579,0.0,0.7014886,0.0,True,Tumor vs Normal,Tumor,Normal
CALCB,0.9610000000000001,0.038999999999999924,3.2044125168362516,7.044862e-07,1.3720085e-06,1e-07,0.5,-3.0166368,-3.6095333,2.2532904,-8.995262,5.766412,0.0008390112,0.0,0.0015923566878980893,0.0,0.006515889,0.0,True,Tumor vs Normal,Tumor,Normal
ACER2,0.9432,0.05679999999999996,2.809741858041939,2.0345803e-06,7.3114993e-06,1e-07,0.5,-2.968454,-3.279294,1.8438723,-8.319738,2.9617996,0.0049874056,0.0,0.009554140127388535,0.0,0.042929426,0.0,True,Tumor vs Normal,Tumor,Normal
TRIM34,0.9404,0.059599999999999986,2.7586495854431625,1.0012085e-06,3.7424077e-06,1e-07,0.5,-2.9338396,-3.2004519,1.829465,-7.7666073,3.3323135,0.00097038184,0.0,0.0015923566878980893,0.0,0.008376715,0.0,True,Tumor vs Normal,Tumor,Normal
ZNF410,0.9420000000000001,0.05799999999999994,2.787562102231878,3.884472e-06,1.6284559e-05,1e-07,0.5,-2.908022,-3.1403189,1.6414776,-7.565281,2.825161,0.006244285,0.050920967,0.014331210191082801,0.07142857142857142,0.051990237,0.46617597,True,Tumor vs Normal,Tumor,Normal
IGLV2-11,0.9414,0.058599999999999985,2.776633272358103,9.672318e-07,1.8677455e-06,1e-07,0.5,-2.885355,-3.2538538,2.480567,-9.872927,5.880575,0.001219752,0.0,0.0015923566878980893,0.0,0.0109879365,0.0,True,Tumor vs Normal,Tumor,Normal
ZNF888,0.9546,0.045399999999999996,3.0457800897357927,8.4535964e-07,1.9518384e-06,1e-07,0.5,-2.8642228,-3.4416723,2.2271943,-8.365318,4.1810703,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
KRT73,0.9472,0.05279999999999996,2.886998894581037,4.828395e-07,2.5729337e-06,1e-07,0.5,-2.8580253,-2.9147701,1.5580026,-8.847675,3.0831413,0.001019332,0.0,0.0031847133757961785,0.0,0.008103363,0.0,True,Tumor vs Normal,Tumor,Normal
