Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",0.016753134633070182,0.1703127478154773,0,0,1.901029411764706,7.773632241898347,PRKCG;SHC2;IGFBP3;ITPR1;ADCY4;ITPR2;PIK3R3;PRKCA;CACNA1D;FOS;CACNA1F;SOCS3;ADCY9;PLCG2;PLCG1;PLCB2;CREB5
KEGG_2021_Human,GnRH signaling pathway,0.01698894154023035,0.1703127478154773,0,0,2.051942758808079,8.362062037065051,EGR1;JUN;PLA2G4C;ADCY4;ITPR1;ITPR2;PRKCA;CACNA1D;CACNA1F;ADCY9;JMJD7-PLA2G4B;PTK2B;PLCB2;HBEGF
KEGG_2021_Human,Hypertrophic cardiomyopathy,0.017391090445946628,0.1703127478154773,0,0,2.1127548779722694,8.560454398654608,ACE;LAMA2;ATP2A3;CACNA1D;CACNA1F;TNF;CACNB1;CACNG8;TNNT2;ITGB8;ITGA7;ITGAV;ITGA6
KEGG_2021_Human,Amphetamine addiction,0.019839549268065387,0.17104578493338088,0,0,2.3504784688995217,9.21405869031515,PRKCG;ARC;JUN;FOSB;PRKCA;CACNA1D;FOS;GRIN2B;CREB5;GRIN2D
KEGG_2021_Human,GnRH secretion,0.019839549268065387,0.17104578493338088,0,0,2.3504784688995217,9.21405869031515,PRKCG;HCN3;GABBR1;ITPR1;ITPR2;PIK3R3;PRKCA;CACNA1D;CACNA1F;PLCB2
KEGG_2021_Human,VEGF signaling pathway,0.02004520230814765,0.17104578493338088,0,0,2.2334596829772573,8.732303480673393,PRKCG;SHC2;JMJD7-PLA2G4B;PLA2G4C;PLCG2;PIK3R3;NFATC2;PRKCA;PLCG1;PTGS2;VEGFA
KEGG_2021_Human,Th1 and Th2 cell differentiation,0.02024344755983941,0.17104578493338088,0,0,1.943751690153541,7.580484090164879,JAG2;HLA-DRB5;JUN;IL4R;MAML2;NFATC2;NFATC1;FOS;TYK2;DLL1;IKBKB;DLL4;STAT6;MAML3;PLCG1
KEGG_2021_Human,Cholesterol metabolism,0.021016139260421163,0.17104578493338088,0,0,2.6450659738142543,10.21647368910641,ABCA1;NPC1;LRP1;LIPG;PCSK9;LCAT;ANGPTL4;LDLR
KEGG_2021_Human,Glycerophospholipid metabolism,0.021079586171367362,0.17104578493338088,0,0,1.9864947820748926,7.666777657837581,ACHE;PNPLA7;DGKA;PLA2G4C;MBOAT1;LCAT;PLA2G6;TAZ;AGPAT4;DGKQ;JMJD7-PLA2G4B;GPAT3;LPIN1;LPIN3
KEGG_2021_Human,Gastric acid secretion,0.02274108252446459,0.179401873248554,0,0,2.290033199124108,8.66452882070298,PRKCG;CHRM3;ADCY9;ADCY4;ITPR1;ITPR2;PRKCA;ATP1B2;PLCB2;SLC9A1
KEGG_2021_Human,Vascular smooth muscle contraction,0.025642262976784288,0.19682169420018208,0,0,1.8340958257970705,6.719234618550393,PRKCG;ARHGEF11;PLA2G4C;ITPR1;ADCY4;ITPR2;PRKCA;CACNA1D;ADM;CACNA1F;PLA2G6;ADCY9;JMJD7-PLA2G4B;ARHGEF1;PLCB2;PRKG1
KEGG_2021_Human,Neuroactive ligand-receptor interaction,0.027661683054292657,0.2042444985378046,0,0,1.6880381022165232,6.0561862956128705,GABRB3;PTGER4;CHRM3;VIPR1;GABBR1;THRB;GIPR;CHRNA7;ADM;ADRB1;ADRB2;GRIN2B;PRLR;LTB4R;GRIN2D;HRH1;NPW;GRM8;GABRE;PTGDR
KEGG_2021_Human,C-type lectin receptor signaling pathway,0.028047660010473166,0.2042444985378046,0,0,1.810739359560201,6.471310991587263,PLK3;JUN;EGR3;ITPR1;ITPR2;PIK3R3;NFATC2;NFATC1;PTGS2;TNF;NFATC4;NFKB2;IKBKB;PLCG2;MAP3K14;IRF9
KEGG_2021_Human,Regulation of lipolysis in adipocytes,0.028813643633316108,0.20457686979654435,0,0,2.4622681781530145,8.73343443151099,ADCY9;PDE3B;ADCY4;PIK3R3;ADRB1;ADRB2;PTGS2;PRKG1
KEGG_2021_Human,Aldosterone-regulated sodium reabsorption,0.03196596324523284,0.221422769796247,0,0,2.602548682703322,8.960792663789729,PRKCG;SCNN1A;PIK3R3;PRKCA;ATP1B2;SGK1;NR3C2
KEGG_2021_Human,Estrogen signaling pathway,0.036268713094275165,0.24524558378033684,0,0,1.7440879802988902,5.78479067747279,SHC2;JUN;GABBR1;HSPA6;ITPR1;ADCY4;ITPR2;PIK3R3;HSPA2;FOS;ADCY9;KRT17;PLCB2;HSPA1B;CREB5;HBEGF
KEGG_2021_Human,cGMP-PKG signaling pathway,0.042862445834988126,0.28309150272410766,0,0,1.617912417912418,5.096034563377596,PDE3B;ITPR1;ATP2A3;ADCY4;ITPR2;NFATC2;ADRB1;CACNA1D;NFATC1;ATP1B2;ADRB2;CACNA1F;NFATC4;ADCY9;PDE3A;PDE5A;PLCB2;PRKG1;CREB5
KEGG_2021_Human,MAPK signaling pathway,0.04485165008428181,0.2894970141803644,0,0,1.409942680776014,4.377018867461322,CACNA1D;CACNA1F;EFNA5;AREG;TNF;IKBKB;CACNG8;FLNA;FLNB;MAP3K6;PRKCG;JUN;GADD45B;DUSP1;HSPA6;PLA2G4C;PRKCA;NFATC1;FOS;HSPA2;MAPK8IP3;EREG;GADD45G;VEGFA;NFKB2;CACNB1;NR4A1;KITLG;JMJD7-PLA2G4B;KIT;FGFR3;MAP3K14;HSPA1B;EPHA2
KEGG_2021_Human,Bile secretion,0.0499211119506723,0.309943904328223,0,0,2.1631445125255304,6.483617448779382,ABCC3;ADCY9;ABCB1;ADCY4;ATP1B2;SLC4A4;LDLR;SLC9A1
KEGG_2021_Human,mTOR signaling pathway,0.05197850171980977,0.309943904328223,0,0,1.5548453235240909,4.597561123865803,PRKCG;FZD4;TSC2;PIK3R3;FZD8;PRKCA;TNF;LRP6;IKBKB;RPTOR;FLCN;SLC7A5;SESN2;ULK1;RICTOR;DEPDC5;SGK1;LPIN1;TELO2;LPIN3
KEGG_2021_Human,Morphine addiction,0.052042698851601156,0.309943904328223,0,0,1.9405018565097616,5.735523417883338,GABRB3;PRKCG;GABBR1;ADCY9;PDE4D;PDE3B;ADCY4;PDE3A;PRKCA;GABRE
KEGG_2021_Human,Small cell lung cancer,0.05319499125533955,0.309943904328223,0,0,1.713047755997881,5.025724151476151,CDKN2B;LAMA2;GADD45B;NOS2;LAMB2;LAMA3;FN1;PIK3R3;LAMC2;PTGS2;GADD45G;IKBKB;ITGAV;ITGA6
KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,0.0534762370143765,0.309943904328223,0,0,1.6161451814768462,4.732910079551907,ATP2A3;PPP2R5B;ADCY4;PRKCA;ADRB1;CACNA1D;ATP1B2;ADRB2;CACNA1F;SLC9A1;CACNB1;CACNG8;ADCY9;TNNT2;PLCB2;RAPGEF3;CREB5
KEGG_2021_Human,Insulin secretion,0.0636356718230432,0.3614506159548853,0,0,1.8593606519742882,5.121759687975606,PRKCG;CHRM3;ADCY9;ADCY4;PRKCA;CACNA1D;ATP1B2;CACNA1F;PLCB2;CREB5
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,0.07000799008095249,0.3805147462306077,0,0,1.821273964131107,4.843033193463506,CACNB1;CACNG8;LAMA2;ATP2A3;ITGB8;ITGA7;ITGAV;ITGA6;CACNA1D;CACNA1F
KEGG_2021_Human,Glycosaminoglycan degradation,0.07046280393830598,0.3805147462306077,0,0,2.9709647919524462,7.8809901019294815,IDUA;HYAL1;HPSE;SGSH
KEGG_2021_Human,Long-term depression,0.07101155475430355,0.3805147462306077,0,0,1.982423964542259,5.243338265418763,PRKCG;JMJD7-PLA2G4B;PLA2G4C;ITPR1;ITPR2;PRKCA;PLCB2;PRKG1
KEGG_2021_Human,PI3K-Akt signaling pathway,0.07787288081257003,0.40955366945870164,0,0,1.3205228427563056,3.370868968648163,LAMA2;LAMA3;PIK3R3;LAMC2;EFNA5;AREG;THBS1;THBS3;IKBKB;RPTOR;ITGB8;ITGAV;IL6R;MAGI1;IL4R;LAMB2;FN1;PPP2R5B;TSC2;PRKCA;PRLR;EPOR;EREG;VEGFA;NR4A1;KITLG;KIT;COL6A3;ITGA7;PKN2;ITGA6;COL9A2;SGK1;FGFR3;EPHA2;CREB5
KEGG_2021_Human,Arachidonic acid metabolism,0.08324760434134801,0.429860356962597,0,0,2.0137900454495066,5.0061530238531615,JMJD7-PLA2G4B;PLA2G4C;CYP4F3;GGT1;PLA2G6;PTGS2;CBR3
KEGG_2021_Human,Wnt signaling pathway,0.08597523544643165,0.4360172654783319,0,0,1.4632410925514374,3.5903487925961346,PRKCG;TLE4;INVS;JUN;FZD4;FZD8;NFATC2;PRKCA;NFATC1;NKD1;NFATC4;LRP6;NKD2;FOSL1;BAMBI;NOTUM;LGR6;PLCB2;LGR5
KEGG_2021_Human,Linoleic acid metabolism,0.09172427314600973,0.45701216795555727,0,0,3.3410726525017136,7.9817164311244175,JMJD7-PLA2G4B;PLA2G4C;PLA2G6
KEGG_2021_Human,Proteoglycans in cancer,0.09639181611257053,0.4719875133787936,0,0,1.3748796405263721,3.216302656086464,PRKCG;FZD4;FN1;ITPR1;PLAUR;PIK3R3;FZD8;ITPR2;PRKCA;ANK3;HSPG2;TNF;THBS1;VEGFA;SLC9A1;PLCG2;TIMP3;FLNA;ARHGEF1;FLNB;ITGAV;PLCG1;HPSE;HBEGF
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,0.10223656199454162,0.4921217560415223,0,0,1.523969141625118,3.475359684103827,EGR1;JUN;SERPINE1;FN1;PIK3R3;PRKCA;NFATC1;TNF;AGER;F3;VEGFA;PLCG2;PLCG1;PLCB2
KEGG_2021_Human,Human cytomegalovirus infection,0.11187167102234577,0.5295259095057699,0,0,1.3376170414911304,2.9299201920024416,PTGER4;ADCY4;ITPR1;PIK3R3;ITPR2;PTGS2;TNF;IKBKB;CCL5;PTK2B;ITGAV;IL6R;PRKCG;ARHGEF11;NFATC2;TSC2;PRKCA;NFATC1;HLA-G;NFATC4;VEGFA;ADCY9;ARHGEF1;PLCB2;CREB5
KEGG_2021_Human,Toxoplasmosis,0.11994851473852464,0.5584488227170655,0,0,1.455222198852198,3.086079053399643,HLA-DRB5;CIITA;LAMA2;NOS2;LAMB2;HSPA6;LAMA3;LAMC2;HSPA2;TYK2;TNF;IKBKB;ITGA6;LDLR;HSPA1B
KEGG_2021_Human,Carbohydrate digestion and absorption,0.12273128944305206,0.5621884871262385,0,0,1.9101746467817897,4.00708405516409,MGAM2;SI;PIK3R3;CACNA1D;ATP1B2;PLCB2
KEGG_2021_Human,Long-term potentiation,0.1272022821542132,0.5734198116158182,0,0,1.698434531997118,3.5021324089884738,PRKCG;ITPR1;ITPR2;PRKCA;PLCB2;GRIN2B;RAPGEF3;GRIN2D
KEGG_2021_Human,Inositol phosphate metabolism,0.13500755571944595,0.5784141384317435,0,0,1.5646899618191483,3.133173567364915,INPP4A;ITPKB;INPP4B;MTMR3;PLCG2;PI4KA;PIP5K1A;PLCG1;PLCH2;PLCB2
KEGG_2021_Human,Protein digestion and absorption,0.13500755571944595,0.5784141384317435,0,0,1.5646899618191483,3.133173567364915,COL17A1;COL28A1;KCNK5;COL16A1;COL27A1;COL7A1;COL6A3;ATP1B2;COL9A2;SLC38A2
KEGG_2021_Human,alpha-Linolenic acid metabolism,0.13693653995983024,0.5784141384317435,0,0,2.672446881425634,5.313459567250213,JMJD7-PLA2G4B;PLA2G4C;PLA2G6
KEGG_2021_Human,Fanconi anemia pathway,0.13832285453053084,0.5784141384317435,0,0,1.6588080995489587,3.281395793594808,TOP3B;BRIP1;SLX4;EME2;RPA4;BRCA2;POLH;TELO2
KEGG_2021_Human,Retrograde endocannabinoid signaling,0.1384935261033752,0.5784141384317435,0,0,1.4358290468025656,2.8385359546474236,PRKCG;GABRB3;ITPR1;ADCY4;NDUFA4L2;ITPR2;PRKCA;CACNA1D;CACNA1F;PTGS2;ADCY9;DAGLB;GABRE;PLCB2
KEGG_2021_Human,p53 signaling pathway,0.15503393637075893,0.6381106946274715,0,0,1.5114161647289537,2.8174478635586815,PIDD1;GADD45B;IGFBP3;SERPINE1;SESN2;TSC2;PMAIP1;TNFRSF10B;THBS1;GADD45G
KEGG_2021_Human,Focal adhesion,0.16018809603277112,0.6499059896186714,0,0,1.292077850877193,2.366319844400974,PRKCG;JUN;SHC2;LAMA2;LAMB2;LAMA3;FN1;PIK3R3;PRKCA;LAMC2;THBS1;VEGFA;THBS3;PIP5K1A;FLNA;ITGB8;COL6A3;ITGA7;FLNB;ITGAV;ITGA6;COL9A2
KEGG_2021_Human,Choline metabolism in cancer,0.16540799605468498,0.6616319842187399,0,0,1.4269793103448276,2.5676211717745745,PRKCG;JUN;DGKA;DGKQ;JMJD7-PLA2G4B;PLA2G4C;TSC2;PIK3R3;PIP5K1A;PRKCA;PLCG1;FOS
KEGG_2021_Human,Taurine and hypotaurine metabolism,0.1899757287441945,0.7323945845000928,0,0,2.9682648401826484,4.92986925081949,CSAD;GGT1
KEGG_2021_Human,Cushing syndrome,0.19179128428195447,0.7323945845000928,0,0,1.3246252061280765,2.1874166010808,KMT2D;CDKN2B;FZD4;ITPR1;ADCY4;ITPR2;FZD8;CACNA1D;CACNA1F;NR4A1;ADCY9;RASD1;PLCB2;LDLR;CREB5
KEGG_2021_Human,Caffeine metabolism,0.19188333373726973,0.7323945845000928,0,0,8.902121834360027,14.696225650856617,XDH
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,0.19411208863385032,0.7323945845000928,0,0,1.4586498154288932,2.391193101134233,IKBKB;JUN;CCL5;ATP6V0A2;PLCG2;TCIRG1;PLCG1;MAP3K14;HBEGF
KEGG_2021_Human,Pathways in cancer,0.19599291697889806,0.7323945845000928,0,0,1.1510587805768528,1.875853742105681,LAMC2;BRCA2;IKBKB;ITGAV;IL6R;NKX3-1;PRKCG;ARHGEF11;IL4R;DAPK1;PLEKHG5;PRKCA;FOS;ADCY9;KIT;ITGA6;ARHGEF1;PLCB2;PTGER4;LAMA2;TERC;LAMA3;ADCY4;PIK3R3;PTGS2;DLL1;LRP6;DLL4;PLCG2;PMAIP1;STAT6;PLCG1;JAG2;ARNT2;JUN;CDKN2B;EGLN3;GADD45B;NOS2;FZD4;LAMB2;ZBTB16;PTCH2;FN1;FZD8;EPOR;NFKB2;GADD45G;VEGFA;KITLG;FGFR3
KEGG_2021_Human,Breast cancer,0.20084314028739259,0.7335689974587583,0,0,1.311537054351803,2.105320031949306,JAG2;SHC2;JUN;GADD45B;FZD4;PIK3R3;FZD8;FOS;BRCA2;DLL1;GADD45G;NFKB2;LRP6;DLL4;KIT
KEGG_2021_Human,Chemical carcinogenesis,0.20268077837577014,0.7335689974587583,0,0,1.2649176156638844,2.0189641727866574,PRKCG;JUN;CHRNA7;ADCY4;PIK3R3;PRKCA;ADRB1;CACNA1D;FOS;ADRB2;PTGS2;CACNA1F;KLF4;CYP3A5;DLL1;VEGFA;DLL4;ADCY9;CREB5
KEGG_2021_Human,Gap junction,0.20659416324090119,0.7335689974587583,0,0,1.4324918887031757,2.2590382390229853,PRKCG;ADCY9;ADCY4;ITPR1;ITPR2;PRKCA;ADRB1;PLCB2;PRKG1
KEGG_2021_Human,Spinocerebellar ataxia,0.210088671789924,0.7335689974587583,0,0,1.2987030414449716,2.02626972006938,PRKCG;ITPR1;ATP2A3;ITPR2;PIK3R3;PRKCA;AMBRA1;GRIN2B;GRIN2D;ERN1;ATG2A;ULK1;PLCB2;SPTBN2;ATG2B
KEGG_2021_Human,Other glycan degradation,0.2151473692150204,0.7335689974587583,0,0,2.055253861970791,3.1577578991784456,MAN2C1;GBA2;ENGASE
KEGG_2021_Human,Cocaine addiction,0.21746161448161405,0.7335689974587583,0,0,1.6497623223772846,2.5170967005562135,JUN;FOSB;GRIN2B;CREB5;GRIN2D
KEGG_2021_Human,Rap1 signaling pathway,0.21761516326422348,0.7335689974587583,0,0,1.2324911428467074,1.8795823715478164,PRKCG;MAGI1;DOCK4;ADCY4;PIK3R3;ARAP3;PRKCA;EFNA5;GRIN2B;THBS1;VEGFA;KITLG;ADCY9;KIT;PRKD2;PLCG1;PLCB2;RAPGEF6;FGFR3;RAPGEF3;EPHA2
KEGG_2021_Human,Purine metabolism,0.21791651917241925,0.7335689974587583,0,0,1.3171074094987139,2.00680178649226,GUCY2C;GDA;PDE4D;PDE3B;ADCY4;ENTPD8;AMPD3;PFAS;ADCY9;PDE3A;PDE5A;ENPP3;XDH
KEGG_2021_Human,Fat digestion and absorption,0.21955410135209313,0.7335689974587583,0,0,1.7814814814814814,2.7010049084713335,ABCA1;SLC27A1;MOGAT3;MOGAT2
KEGG_2021_Human,Cardiac muscle contraction,0.22822185726229974,0.7456326740374276,0,0,1.4258046767537826,2.1065366768492075,CACNB1;CACNG8;TNNT2;ATP2A3;CACNA1D;ATP1B2;CACNA1F;SLC9A1
KEGG_2021_Human,Human papillomavirus infection,0.22946522712305759,0.7456326740374276,0,0,1.170514731170469,1.7230021050418665,PTGER4;MAML2;LAMA2;LAMA3;PIK3R3;LAMC2;TCIRG1;PTGS2;TNF;THBS1;THBS3;IKBKB;ATP6V0A2;ITGB8;ITGAV;MAGI1;FZD4;LAMB2;FN1;PPP2R5B;FZD8;TSC2;TYK2;HLA-G;VEGFA;COL6A3;ITGA7;ITGA6;MAML3;COL9A2;IRF9;CREB5
KEGG_2021_Human,ErbB signaling pathway,0.2353702997060744,0.7456326740374276,0,0,1.350384005342683,1.953459103454191,PRKCG;SHC2;JUN;PLCG2;PIK3R3;PRKCA;PLCG1;AREG;EREG;HBEGF
KEGG_2021_Human,HIF-1 signaling pathway,0.23839875479947317,0.7456326740374276,0,0,1.304457527333894,1.8703449868433575,PRKCG;EGLN3;NOS2;SERPINE1;PLCG2;PIK3R3;PRKCA;PLCG1;ENO3;IL6R;PDK1;VEGFA
KEGG_2021_Human,Insulin resistance,0.23839875479947317,0.7456326740374276,0,0,1.304457527333894,1.8703449868433575,IKBKB;SOCS3;MLXIPL;SREBF1;SLC27A1;PPP1R3E;PIK3R3;TNF;CPT1B;ACACB;OGT;CREB5
KEGG_2021_Human,Osteoclast differentiation,0.23891751175142925,0.7456326740374276,0,0,1.2616539098460053,1.8062303248400358,JUN;PIK3R3;NFATC2;NFATC1;FOS;TYK2;TNF;NFKB2;FOSL1;IKBKB;SOCS3;PLCG2;FOSB;MAP3K14;IRF9
KEGG_2021_Human,Type II diabetes mellitus,0.25630476030417965,0.791201651373772,0,0,1.5357489409036045,2.090750290672411,IKBKB;SOCS3;PIK3R3;CACNA1D;TNF
KEGG_2021_Human,Amoebiasis,0.26129556390185116,0.7979348403024272,0,0,1.2898636149298124,1.7311299350600655,PRKCG;LAMA2;NOS2;LAMB2;LAMA3;FN1;PIK3R3;PRKCA;LAMC2;TNF;PLCB2
KEGG_2021_Human,Starch and sucrose metabolism,0.26512361069656526,0.8010117599768568,0,0,1.6192792118718045,2.1496888633525106,MGAM2;TREH;SI;ENPP3
