,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
TRBV6-1,0.9438000000000001,0.05619999999999992,2.820997355052181,2.0321852e-07,9.4833246e-07,1e-07,0.5,-5.3501167,-6.068287,3.1170208,-13.084404,7.115774,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
AC124312.1,0.962,0.038000000000000034,3.23142803817647,1.2279963e-07,1.2743628e-06,1e-07,0.5,-5.313655,-5.8911657,2.5779302,-11.408842,5.463232,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV7-2,0.9582,0.04179999999999995,3.132159956120126,7.430345e-07,5.026574e-06,1e-07,0.5,-5.2647185,-5.819457,3.0508282,-13.335031,7.705633,0.00068637356,0.010717241,0.0024813895781637717,0.045454545454545456,0.005437346,0.090005755,True,Tumor vs Normal,Tumor,Normal
GPR25,0.9504,0.04959999999999998,2.9528919237865017,1.864256e-07,8.6495504e-07,1e-07,0.5,-5.2527213,-5.82897,3.102768,-12.141481,7.284421,0.00083457155,0.0,0.0024813895781637717,0.0,0.0070799864,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV5-6,0.9512,0.048799999999999955,2.969993838112496,1.3099509e-07,9.832604e-07,1e-07,0.5,-5.1635857,-5.6789246,2.7968657,-13.092903,5.641078,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
GSTM1,0.9672000000000001,0.03279999999999994,3.3839764893716078,8.114471e-06,4.0627656e-05,1e-07,0.5,-5.155011,-5.658393,3.6423998,-12.576085,7.4629354,0.01579707,0.16578403,0.03225806451612901,0.27272727272727276,0.14282313,1.7315528,True,Tumor vs Normal,Tumor,Normal
IGKV3-11,0.9634,0.036599999999999966,3.270420190944699,4.192123e-06,2.8407394e-05,1e-07,0.5,-5.148657,-5.6259093,2.8490045,-12.201614,9.087144,0.0032586867,0.0,0.006823821339950371,0.0,0.031242777,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-17,0.9636,0.03639999999999999,3.276107231750535,8.1097727e-07,6.5586673e-06,1e-07,0.5,-5.110294,-5.42558,2.7134733,-12.552917,3.8795462,0.0003586312,0.0,0.0012406947890818859,0.0,0.0032572076,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV7-6,0.9550000000000001,0.04499999999999993,3.055048638959419,2.2190576e-07,1.3116703e-06,1e-07,0.5,-5.0772123,-5.602232,2.7314048,-12.081049,8.928175,0.0006813133,0.0,0.0012406947890818859,0.0,0.0049264943,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-5,0.962,0.038000000000000034,3.23142803817647,2.7333879e-06,2.0378773e-05,1e-07,0.5,-5.035712,-5.3201027,2.7129512,-13.035932,4.9221897,0.0041206563,0.0,0.007444168734491313,0.0,0.042990223,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV5-51,0.9672,0.03280000000000005,3.3839764893716042,6.2884476e-07,6.6408725e-06,1e-07,0.5,-5.0321455,-5.3658667,2.8068533,-13.118042,5.91623,0.00051678705,0.0,0.0018610421836228288,0.0,0.0042872494,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV10-3,0.9468,0.053200000000000025,2.879029303884215,1.7910912e-07,1.0746935e-06,1e-07,0.5,-5.001812,-5.6107483,2.707325,-12.210976,6.6373444,0.0005698371,0.0,0.0006203473945409429,0.0,0.0044372897,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV2,0.9568,0.043200000000000016,3.0977536669163523,2.3619016e-07,1.7330568e-06,1e-07,0.5,-4.9678683,-5.358,2.8095117,-12.799294,7.4728374,0.0010340519,0.0,0.0006203473945409429,0.0,0.009321109,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV3-15,0.9676,0.032399999999999984,3.3966600576305104,2.9557739e-06,1.9697767e-05,1e-07,0.5,-4.960121,-5.339818,2.7688189,-11.931221,6.2187986,0.0027181325,0.0,0.005583126550868485,0.0,0.024333553,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV6-2,0.9544,0.045599999999999974,3.041174945442932,1.2481534e-07,1.2373351e-06,1e-07,0.5,-4.9261956,-5.29949,2.626314,-12.456541,6.762348,8.251177e-05,0.0,0.0006203473945409429,0.0,0.0006189133,0.0,True,Tumor vs Normal,Tumor,Normal
ELL3,0.9672,0.03280000000000005,3.3839764893716042,3.995772e-07,4.837975e-06,1e-07,0.5,-4.907654,-5.114295,2.6434917,-15.438634,5.6702366,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV11-2,0.9426000000000001,0.057399999999999896,2.798597547557053,2.0377952e-07,1.0031821e-06,1e-07,0.5,-4.892292,-5.420826,3.064701,-13.507442,6.8206253,0.0013835514,0.0,0.0012406947890818859,0.0,0.010048211,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV3-20,0.9568,0.043200000000000016,3.0977536669163523,3.7939199e-06,3.2096912e-05,1e-07,0.5,-4.891299,-5.2323008,2.5999875,-12.282067,4.7173595,0.0024482496,0.0389189,0.006203473945409428,0.045454545454545456,0.022192433,0.49632278,True,Tumor vs Normal,Tumor,Normal
AC022182.1,0.9578,0.042200000000000015,3.122218540340339,2.190111e-07,3.351204e-06,1e-07,0.5,-4.8694963,-4.966942,2.7206588,-13.089861,6.9947357,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV4-2,0.9354,0.06459999999999999,2.672759690395094,1.9645549e-07,8.3287216e-07,1e-07,0.5,-4.797378,-5.4130917,2.7672055,-12.369377,6.869425,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-9,0.9676,0.032399999999999984,3.3966600576305104,4.2821515e-07,4.702908e-06,1e-07,0.5,-4.793838,-5.099551,2.5376801,-10.814846,6.3817034,0.0008262112,0.0,0.0006203473945409429,0.0,0.009640708,0.0,True,Tumor vs Normal,Tumor,Normal
AC233755.2,0.9538,0.04620000000000002,3.0274740018106154,1.15464765e-07,1.5115952e-06,1e-07,0.5,-4.7887745,-4.896488,2.7643185,-12.670338,5.8808594,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV12-4,0.9506,0.0494,2.9571427480765746,2.8112234e-07,8.592278e-07,1e-07,0.5,-4.7871747,-5.4545755,2.9019399,-11.041695,7.62344,0.0007158235,0.0,0.0012406947890818859,0.0,0.005387569,0.0,True,Tumor vs Normal,Tumor,Normal
AC114763.1,0.9600000000000001,0.039999999999999925,3.178053590764646,4.1247102e-07,3.3544884e-06,1e-07,0.5,-4.7861295,-5.1883545,2.5631397,-11.399645,5.2818775,0.00038623647,0.0,0.0012406947890818859,0.0,0.0030448902,0.0,True,Tumor vs Normal,Tumor,Normal
NAPSA,0.9674,0.03259999999999996,3.390299475604788,7.1917034e-06,4.954126e-05,1e-07,0.5,-4.7635217,-4.9832406,2.8449657,-13.346513,5.4570026,0.021064175,0.21285562,0.04280397022332502,0.27272727272727276,0.17326844,1.8031263,True,Tumor vs Normal,Tumor,Normal
IGLV1-51,0.968,0.03200000000000003,3.409495882307477,1.5423593e-06,9.873742e-06,1e-07,0.5,-4.7629037,-5.176939,2.7991588,-11.928249,6.9726686,0.0012543965,0.0,0.0031017369727047144,0.0,0.009978567,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV19,0.9554,0.04459999999999997,3.0643960281814424,3.39712e-07,2.3267319e-06,1e-07,0.5,-4.7539225,-5.0839024,2.7145746,-12.711814,7.779459,0.001497882,0.0,0.0018610421836228288,0.0,0.011237346,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV27,0.9430000000000001,0.05699999999999994,2.8060148499647815,2.0762666e-07,1.4600375e-06,1e-07,0.5,-4.742722,-5.2167683,2.7230582,-12.913507,8.4853115,0.00064680673,0.0,0.0006203473945409429,0.0,0.0054285466,0.0,True,Tumor vs Normal,Tumor,Normal
ABCF2,0.9456,0.054400000000000004,2.8554553195417203,1.9125524e-05,5.828259e-07,1e-07,0.5,4.7299047,5.3867064,2.7545304,-5.474888,10.226989,0.024671419,0.0,0.0694789081885856,0.0,0.21455093,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-33,0.9628,0.03720000000000001,3.2535366861990203,3.7863418e-07,3.187769e-06,1e-07,0.5,-4.6833224,-4.932907,2.4766607,-11.426439,4.7615986,0.0003990476,0.0,0.0006203473945409429,0.0,0.00402266,0.0,True,Tumor vs Normal,Tumor,Normal
GPR174,0.9602,0.03979999999999995,3.1832744429646964,2.90457e-07,2.5866202e-06,1e-07,0.5,-4.670839,-4.8996534,2.5674386,-11.450668,6.935279,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV5-4,0.942,0.05800000000000005,2.7875621022318757,2.0332249e-07,9.141754e-07,1e-07,0.5,-4.6485343,-5.185236,2.647798,-11.116838,8.940136,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
DBNDD2,0.9524,0.047599999999999976,2.996152153791112,1.4937674e-05,4.3844102e-05,1e-07,0.5,-4.6434116,-5.5427165,2.983355,-10.741501,4.138406,0.032632984,0.07521159,0.06637717121588085,0.18181818181818182,0.30508325,0.6784439,True,Tumor vs Normal,Tumor,Normal
AP003774.4,0.9602,0.03979999999999995,3.1832744429646964,6.386093e-07,5.995644e-06,1e-07,0.5,-4.5993404,-4.824279,2.5989487,-12.163603,4.4644976,0.00046024792,0.0,0.0018610421836228288,0.0,0.0038593234,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-27,0.9524,0.047599999999999976,2.996152153791112,2.8422687e-07,3.4160773e-06,1e-07,0.5,-4.5918956,-4.7952156,2.6855564,-12.73301,6.5186195,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ATRIP,0.9384,0.06159999999999999,2.723514275118579,1.1512197e-06,4.3228424e-06,1e-07,0.5,-4.568927,-5.3896914,2.752446,-10.302317,7.2505226,0.0022023825,0.0,0.005583126550868485,0.0,0.017589703,0.0,True,Tumor vs Normal,Tumor,Normal
DPH1,0.9374,0.06259999999999999,2.706344658305962,2.442164e-06,1.4386824e-05,1e-07,0.5,-4.5462832,-5.289382,2.4367115,-9.647021,3.796441,0.0035513444,0.009175659,0.01054590570719603,0.045454545454545456,0.028984707,0.07941102,True,Tumor vs Normal,Tumor,Normal
DDX3Y,0.9418,0.05820000000000003,2.7839074218687356,1.626246e-05,4.4715955e-05,1e-07,0.5,-4.5429115,-4.8687115,5.876353,-17.399633,10.61964,0.033374626,0.022736792,0.06265508684863516,0.09090909090909091,0.2894175,0.19928072,True,Tumor vs Normal,Tumor,Normal
TNFSF13,0.9562,0.04379999999999995,3.0833330609571905,3.334282e-05,8.367381e-05,1e-07,0.5,-4.5191565,-5.3974,3.25971,-11.983088,6.769989,0.063323595,0.1388175,0.08622828784119121,0.2272727272727273,0.5343567,1.293953,True,Tumor vs Normal,Tumor,Normal
TRAV9-2,0.9366000000000001,0.0633999999999999,2.692792288254485,2.5320094e-07,1.1294723e-06,1e-07,0.5,-4.5019174,-4.976102,2.9981523,-12.554796,8.48444,0.00050324784,0.0,0.0018610421836228288,0.0,0.003812305,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV29DV5,0.948,0.052000000000000046,2.903110601914443,2.7437306e-07,1.0219001e-06,1e-07,0.5,-4.4623237,-4.8866205,2.7854307,-12.573212,8.798575,0.0017111292,0.0,0.0018610421836228288,0.0,0.013091396,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-2,0.9634,0.036599999999999966,3.270420190944699,5.013902e-07,4.5312954e-06,1e-07,0.5,-4.4195104,-4.6634884,2.583193,-11.363398,7.113618,8.4487336e-05,0.0,0.0006203473945409429,0.0,0.0005858673,0.0,True,Tumor vs Normal,Tumor,Normal
PDF,0.9523999999999999,0.04760000000000009,2.99615215379111,3.6584404e-06,8.545834e-06,1e-07,0.5,-4.4194784,-5.2965946,3.0488296,-11.239809,4.303705,0.0030226754,0.0,0.011166253101736974,0.0,0.024517158,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-69,0.9514,0.04859999999999998,2.974310857841264,1.4034785e-07,1.9498434e-06,1e-07,0.5,-4.381155,-4.407984,2.530664,-12.4761915,5.062195,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
ZNF888,0.9524,0.047599999999999976,2.996152153791112,3.7314086e-07,2.315801e-06,1e-07,0.5,-4.3182645,-4.830127,2.4132311,-10.331287,4.5547123,0.00076617807,0.0,0.0018610421836228288,0.0,0.0052375346,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV26-2,0.9420000000000001,0.05799999999999994,2.787562102231878,1.541364e-07,7.486566e-07,1e-07,0.5,-4.316764,-4.7243557,2.4521105,-11.372671,6.328595,0.00036774098,0.0,0.0012406947890818859,0.0,0.0027950117,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-6,0.9528,0.04720000000000002,3.005010924080578,2.1339756e-07,1.6856674e-06,1e-07,0.5,-4.289158,-4.678364,2.2390358,-10.894045,4.322071,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV4-34,0.9534,0.046599999999999975,3.0184337975356508,8.933448e-07,1.2633492e-05,1e-07,0.5,-4.284206,-4.2669725,2.6559744,-14.13539,4.762645,0.001321835,0.0,0.0024813895781637717,0.0,0.011942201,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV8-1,0.9454,0.05459999999999998,2.8515740630356436,1.617571e-07,1.2838758e-06,1e-07,0.5,-4.2839475,-4.56962,2.528686,-12.450907,5.2579193,0.0007920931,0.0,0.0012406947890818859,0.0,0.008273051,0.0,True,Tumor vs Normal,Tumor,Normal
AC012368.1,0.9544,0.045599999999999974,3.041174945442932,9.2521867e-07,8.835377e-06,1e-07,0.5,-4.283301,-4.3541107,2.6630888,-11.538382,6.1421785,0.0030508745,0.051413614,0.0043424317617866,0.09090909090909091,0.032721784,0.46273166,True,Tumor vs Normal,Tumor,Normal
IGLV1-44,0.9413999999999999,0.058600000000000096,2.7766332723581004,5.4252223e-07,7.680419e-06,1e-07,0.5,-4.2691073,-4.236511,2.9273946,-13.467206,6.764455,9.1570895e-05,0.0,0.0006203473945409429,0.0,0.00058007275,0.0,True,Tumor vs Normal,Tumor,Normal
IGLV3-19,0.947,0.05300000000000005,2.88300700151439,9.821817e-07,5.708137e-06,1e-07,0.5,-4.22253,-4.597746,2.4679153,-11.695423,4.3655043,0.0007223017,0.0,0.0024813895781637717,0.0,0.0065631745,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV3D-11,0.9508,0.04920000000000002,2.961409919253223,1.3161569e-07,1.2166421e-06,1e-07,0.5,-4.1615195,-4.3485584,2.2629943,-10.507202,4.3636093,0.0005688691,0.0,0.0006203473945409429,0.0,0.0067783645,0.0,True,Tumor vs Normal,Tumor,Normal
TRBV24-1,0.9384,0.06159999999999999,2.723514275118579,2.2286731e-07,1.0410888e-06,1e-07,0.5,-4.153907,-4.582035,2.6492367,-11.262045,6.7023163,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
PSMA2,0.966,0.03400000000000003,3.3468030258307184,0.00018308067,8.709747e-06,1e-07,0.5,4.1308174,4.5009212,2.4462512,-4.370366,9.304764,0.23659636,0.012950727,0.3455334987593035,0.045454545454545456,2.3281364,0.11190774,True,Tumor vs Normal,Tumor,Normal
TRAV21,0.9366,0.06340000000000001,2.6927922882544832,1.8271763e-07,1.1098097e-06,1e-07,0.5,-4.127493,-4.344841,2.655973,-13.4641285,7.5149784,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV1-8,0.9506,0.0494,2.9571427480765746,1.4718454e-07,1.2542819e-06,1e-07,0.5,-4.1196423,-4.334423,2.2614408,-11.1944065,5.072178,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
TRAV12-1,0.94,0.06000000000000005,2.751535157013593,2.9277433e-07,1.1426774e-06,1e-07,0.5,-4.1056604,-4.4682283,2.6461027,-12.187637,9.1490965,0.0,0.015812133,0.0,0.045454545454545456,0.0,0.13918395,True,Tumor vs Normal,Tumor,Normal
IGLV3-25,0.9424,0.057599999999999985,2.794907082195586,9.421022e-07,5.5500427e-06,1e-07,0.5,-4.052416,-4.3612776,2.9908073,-12.722055,5.043104,0.0003388009,0.0,0.0018610421836228288,0.0,0.002528801,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-21,0.9508,0.04920000000000002,2.961409919253223,7.536883e-07,7.726545e-06,1e-07,0.5,-4.014172,-4.060067,2.4492028,-13.02493,5.1964054,0.00041748246,0.0,0.0018610421836228288,0.0,0.0029631369,0.0,True,Tumor vs Normal,Tumor,Normal
TREX1,0.9544,0.045599999999999974,3.041174945442932,9.389443e-07,4.987224e-06,1e-07,0.5,-4.0073357,-4.356591,2.6852012,-11.874554,4.894493,0.00076328946,0.043413017,0.003722084367245657,0.045454545454545456,0.006127143,0.3727754,True,Tumor vs Normal,Tumor,Normal
IGHV2-5,0.9596,0.04039999999999999,3.167686508894722,4.7400337e-07,6.0619427e-06,1e-07,0.5,-3.9972317,-3.9491415,2.3051608,-12.743735,4.1372795,0.0002717366,0.0,0.0012406947890818859,0.0,0.002112284,0.0,True,Tumor vs Normal,Tumor,Normal
GCC2-AS1,0.9581999999999999,0.04180000000000006,3.132159956120123,1.0891597e-06,4.1279345e-06,1e-07,0.5,-3.9888046,-4.412798,2.7433448,-10.759708,5.535177,0.0029478986,0.0,0.006823821339950371,0.0,0.024250356,0.0,True,Tumor vs Normal,Tumor,Normal
IGKV4-1,0.9608,0.03920000000000001,3.199089279275342,1.8674336e-06,1.4302223e-05,1e-07,0.5,-3.959296,-4.0912676,2.2222939,-10.385068,5.723256,0.002844077,0.0,0.005583126550868485,0.0,0.030380093,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-18,0.9560000000000001,0.04399999999999993,3.0785680623206915,8.5206244e-07,8.077117e-06,1e-07,0.5,-3.955675,-3.9666233,2.2234461,-12.492727,3.9826717,0.00033291557,0.06263514,0.0018610421836228288,0.045454545454545456,0.002575613,0.5412327,True,Tumor vs Normal,Tumor,Normal
IGHV1-3,0.9412,0.05879999999999996,2.7730136425053487,1.7608222e-07,1.7916663e-06,1e-07,0.5,-3.9523785,-4.068797,2.4458969,-11.325724,4.865158,0.00026831287,0.0,0.0006203473945409429,0.0,0.0021005382,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV1-46,0.9611999999999999,0.03880000000000006,3.209762009904821,7.558924e-07,4.636264e-06,1e-07,0.5,-3.9483173,-4.2521076,2.2858398,-10.958997,4.5688925,0.0011564882,0.0,0.0012406947890818859,0.0,0.0133225545,0.0,True,Tumor vs Normal,Tumor,Normal
FKBP1C,0.9518,0.04820000000000002,2.982995710668006,4.314198e-06,1.11908475e-05,1e-07,0.5,-3.9478946,-4.5826635,2.961146,-10.45543,5.840314,0.0062344354,0.010717241,0.013027295285359805,0.045454545454545456,0.061917394,0.090005755,True,Tumor vs Normal,Tumor,Normal
TRAV27,0.9414,0.058599999999999985,2.776633272358103,1.9942476e-07,8.40915e-07,1e-07,0.5,-3.9451942,-4.173669,2.7043176,-12.928553,8.042929,0.000111033536,0.0,0.0006203473945409429,0.0,0.0007755163,0.0,True,Tumor vs Normal,Tumor,Normal
IGHG1,0.9488,0.05120000000000002,2.9194583114251467,0.00016404777,4.2944957e-06,1e-07,0.5,3.9305015,4.049553,2.7653172,-5.9996796,12.312042,0.12860851,0.0,0.15570719602977748,0.0,1.4396087,0.0,True,Tumor vs Normal,Tumor,Normal
IGLC2,0.9586,0.04139999999999999,3.1421927747802774,0.0007051272,3.289201e-05,1e-07,0.5,3.927656,4.4765024,2.7672203,-6.3193464,10.80747,0.4465582,0.019199695,0.4392059553349826,0.045454545454545456,4.847116,0.14567965,True,Tumor vs Normal,Tumor,Normal
IGLV2-23,0.9623999999999999,0.03760000000000008,3.2424258586978967,1.8040404e-06,1.40296115e-05,1e-07,0.5,-3.9131293,-3.9748049,2.3992195,-11.880529,6.7778053,0.00064268,0.0,0.0031017369727047144,0.0,0.005449605,0.0,True,Tumor vs Normal,Tumor,Normal
SCML4,0.9446,0.055400000000000005,2.8361817937898715,1.3509623e-06,1.4108921e-05,1e-07,0.5,-3.8860333,-3.918394,2.696064,-12.626708,6.6057434,0.00072703627,0.050111428,0.003722084367245657,0.09090909090909091,0.005531091,0.4060415,True,Tumor vs Normal,Tumor,Normal
IGKV2-29,0.9471999999999999,0.05280000000000007,2.886998894581035,1.7329657e-07,1.3768391e-06,1e-07,0.5,-3.8845441,-4.094633,2.1085994,-10.320288,5.968008,6.9265014e-05,0.0,0.0006203473945409429,0.0,0.00046496783,0.0,True,Tumor vs Normal,Tumor,Normal
F8A1,0.9604,0.03959999999999997,3.1885205039737716,1.816447e-05,1.1721064e-06,1e-07,0.5,3.8787491,4.3712983,1.9383993,-3.4673939,8.187355,0.043051742,0.0,0.09677419354838734,0.0,0.41118988,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-23,0.9441999999999999,0.05580000000000007,2.8285639701044425,1.9596328e-06,1.2209244e-05,1e-07,0.5,-3.8534157,-4.019848,2.767818,-12.9749365,6.536871,0.0013106079,0.0,0.005583126550868485,0.0,0.009962824,0.0,True,Tumor vs Normal,Tumor,Normal
NLRP6,0.9369999999999999,0.06300000000000006,2.699548407789101,2.1701052e-07,2.0415002e-06,1e-07,0.5,-3.8419914,-3.9688692,2.439157,-11.648352,4.2914944,0.0,0.0,0.0,0.0,0.0,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV4-4,0.947,0.05300000000000005,2.88300700151439,1.3939514e-07,1.3969568e-06,1e-07,0.5,-3.8348196,-3.8609896,2.210877,-11.354773,4.227606,0.00015396687,0.0,0.0006203473945409429,0.0,0.00122294,0.0,True,Tumor vs Normal,Tumor,Normal
TRDV1,0.9462,0.05379999999999996,2.867180320724311,1.6937146e-07,1.0848782e-06,1e-07,0.5,-3.826343,-3.9647932,2.2588995,-11.32362,4.9809237,8.395315e-05,0.0,0.0006203473945409429,0.0,0.00065287837,0.0,True,Tumor vs Normal,Tumor,Normal
IGHV3-48,0.9372,0.06279999999999997,2.702941484593913,3.136066e-07,3.4897562e-06,1e-07,0.5,-3.8209133,-3.8597898,2.5685487,-13.280211,5.370466,0.00014060395,0.0,0.0006203473945409429,0.0,0.00094373245,0.0,True,Tumor vs Normal,Tumor,Normal
