Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin (GO:1904904)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	MMP12
GO_Biological_Process_2023	Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	APOC1
GO_Biological_Process_2023	Glomerular Epithelial Cell Differentiation (GO:0072311)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	CD24
GO_Biological_Process_2023	Regulation Of Guanylate Cyclase Activity (GO:0031282)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	NOS2
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	DIABLO
GO_Biological_Process_2023	Astrocyte Differentiation (GO:0048708)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	S100A9
GO_Biological_Process_2023	Iron Coordination Entity Transport (GO:1901678)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	LCN2
GO_Biological_Process_2023	Autocrine Signaling (GO:0035425)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	S100A9
GO_Biological_Process_2023	Regulation Of Neutrophil Extravasation (GO:2000389)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	OLFM4
GO_Biological_Process_2023	Renal Filtration Cell Differentiation (GO:0061318)	1/5	1.515863e-02	1.067792e-01	0	0	8.306250e+01	3.479642e+02	CD24
GO_Biological_Process_2023	Positive Regulation Of Hydrolase Activity (GO:0051345)	3/176	1.660344e-02	1.151399e-01	0	0	5.909707e+00	2.421884e+01	CCL13;CCL20;CCL18
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	2/65	1.682630e-02	1.151399e-01	0	0	1.069465e+01	4.368562e+01	CD24;AIF1
GO_Biological_Process_2023	Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	3/179	1.736055e-02	1.171226e-01	0	0	5.808092e+00	2.354342e+01	CCL13;CCL20;CCL18
GO_Biological_Process_2023	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	2/67	1.781669e-02	1.175695e-01	0	0	1.036454e+01	4.174441e+01	DIABLO;S100A9
GO_Biological_Process_2023	Intraciliary Transport Involved In Cilium Assembly (GO:0035735)	1/6	1.816314e-02	1.175695e-01	0	0	6.644667e+01	2.663422e+02	SSX2IP
GO_Biological_Process_2023	Positive Regulation Of Cell Killing (GO:0031343)	1/6	1.816314e-02	1.175695e-01	0	0	6.644667e+01	2.663422e+02	NOS2
GO_Biological_Process_2023	Fructose Metabolic Process (GO:0006000)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	ALDOB
GO_Biological_Process_2023	NADH Metabolic Process (GO:0006734)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	ME1
GO_Biological_Process_2023	Negative Regulation Of Peptidyl-Lysine Acetylation (GO:2000757)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	SET
GO_Biological_Process_2023	Arginine Catabolic Process (GO:0006527)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	NOS2
GO_Biological_Process_2023	Leukocyte Aggregation (GO:0070486)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	S100A9
GO_Biological_Process_2023	Malate Metabolic Process (GO:0006108)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	ME1
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Cell Clearance (GO:2000427)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	C2
GO_Biological_Process_2023	Negative Regulation Of SMAD Protein Signal Transduction (GO:0060392)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	FAM89B
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750)	1/7	2.115863e-02	1.221082e-01	0	0	5.536944e+01	2.134884e+02	AVEN
GO_Biological_Process_2023	Positive Regulation Of Interleukin-6 Production (GO:0032755)	2/76	2.256845e-02	1.257121e-01	0	0	9.099863e+00	3.449942e+01	NOS2;AIF1
GO_Biological_Process_2023	Negative Regulation Of Lipase Activity (GO:0060192)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	APOC1
GO_Biological_Process_2023	Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	ALDOB
GO_Biological_Process_2023	Regulation Of Generation Of Precursor Metabolites And Energy (GO:0043467)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	NOS2
GO_Biological_Process_2023	Regulation Of Necrotic Cell Death (GO:0010939)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	OLFM4
GO_Biological_Process_2023	Isoprenoid Biosynthetic Process (GO:0008299)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	GGPS1
GO_Biological_Process_2023	Regulation Of Neutrophil Migration (GO:1902622)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	OLFM4
GO_Biological_Process_2023	Cyclooxygenase Pathway (GO:0019371)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	PTGDS
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054)	1/8	2.414513e-02	1.257121e-01	0	0	4.745714e+01	1.767149e+02	MMP12
GO_Biological_Process_2023	Wound Healing, Spreading Of Epidermal Cells (GO:0035313)	1/9	2.712266e-02	1.367553e-01	0	0	4.152292e+01	1.497892e+02	MMP12
GO_Biological_Process_2023	Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001910)	1/9	2.712266e-02	1.367553e-01	0	0	4.152292e+01	1.497892e+02	NOS2
GO_Biological_Process_2023	Neuron Remodeling (GO:0016322)	1/9	2.712266e-02	1.367553e-01	0	0	4.152292e+01	1.497892e+02	C1QA
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	3/214	2.761084e-02	1.371900e-01	0	0	4.836084e+00	1.735935e+01	CCL13;CCL20;CCL18
GO_Biological_Process_2023	Calcium-Mediated Signaling (GO:0019722)	2/85	2.778169e-02	1.371900e-01	0	0	8.109455e+00	2.905924e+01	CCL20;TNNI3
GO_Biological_Process_2023	Very-Low-Density Lipoprotein Particle Assembly (GO:0034379)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	APOC1
GO_Biological_Process_2023	Arginine Metabolic Process (GO:0006525)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	NOS2
GO_Biological_Process_2023	Prostaglandin Transport (GO:0015732)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	NOS2
GO_Biological_Process_2023	Protein Kinase C Signaling (GO:0070528)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	PLVAP
GO_Biological_Process_2023	Cellular Response To UV-A (GO:0071492)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	MMP1
GO_Biological_Process_2023	Signal Release (GO:0023061)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	NOS2
GO_Biological_Process_2023	Negative Regulation Of Cholesterol Transport (GO:0032375)	1/10	3.009127e-02	1.385934e-01	0	0	3.690741e+01	1.293059e+02	APOC1
GO_Biological_Process_2023	Cytoplasmic Translation (GO:0002181)	2/93	3.278071e-02	1.439219e-01	0	0	7.393556e+00	2.527055e+01	RPS17;RPS10
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	1/11	3.305096e-02	1.439219e-01	0	0	3.321500e+01	1.132533e+02	DIABLO
GO_Biological_Process_2023	Nucleoside Phosphate Biosynthetic Process (GO:1901293)	1/11	3.305096e-02	1.439219e-01	0	0	3.321500e+01	1.132533e+02	ME1
GO_Biological_Process_2023	Phospholipid Efflux (GO:0033700)	1/11	3.305096e-02	1.439219e-01	0	0	3.321500e+01	1.132533e+02	APOC1
GO_Biological_Process_2023	Podocyte Differentiation (GO:0072112)	1/11	3.305096e-02	1.439219e-01	0	0	3.321500e+01	1.132533e+02	CD24
GO_Biological_Process_2023	Cellular Response To Thyroid Hormone Stimulus (GO:0097067)	1/11	3.305096e-02	1.439219e-01	0	0	3.321500e+01	1.132533e+02	LMO2
GO_Biological_Process_2023	Positive Regulation Of GTPase Activity (GO:0043547)	3/234	3.464018e-02	1.473918e-01	0	0	4.412897e+00	1.483943e+01	CCL13;CCL20;CCL18
GO_Biological_Process_2023	Icosanoid Secretion (GO:0032309)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	NOS2
GO_Biological_Process_2023	Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	NOS2
GO_Biological_Process_2023	Astrocyte Activation (GO:0048143)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	C1QA
GO_Biological_Process_2023	Nucleotide Metabolic Process (GO:0009117)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	ME1
GO_Biological_Process_2023	Response To Thyroid Hormone (GO:0097066)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	LMO2
GO_Biological_Process_2023	Positive Regulation Of Cellular Extravasation (GO:0002693)	1/12	3.600177e-02	1.473918e-01	0	0	3.019394e+01	1.003703e+02	PLVAP
GO_Biological_Process_2023	Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	3/244	3.847113e-02	1.529020e-01	0	0	4.227643e+00	1.377302e+01	CCL13;CCL20;CCL18
GO_Biological_Process_2023	Calcium Ion Homeostasis (GO:0055074)	2/102	3.879105e-02	1.529020e-01	0	0	6.725085e+00	2.185360e+01	CCL13;TNNI3
GO_Biological_Process_2023	Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	1/13	3.894372e-02	1.529020e-01	0	0	2.767639e+01	8.982753e+01	CD24
GO_Biological_Process_2023	Response To UV-A (GO:0070141)	1/13	3.894372e-02	1.529020e-01	0	0	2.767639e+01	8.982753e+01	MMP1
GO_Biological_Process_2023	Positive Regulation Of Cyclase Activity (GO:0031281)	1/13	3.894372e-02	1.529020e-01	0	0	2.767639e+01	8.982753e+01	NOS2
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway (GO:0097193)	2/105	4.088119e-02	1.531222e-01	0	0	6.528221e+00	2.087128e+01	DIABLO;CD24
GO_Biological_Process_2023	Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	APOC1
GO_Biological_Process_2023	Positive Regulation Of Lyase Activity (GO:0051349)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	NOS2
GO_Biological_Process_2023	MHC Class II Protein Complex Assembly (GO:0002399)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	HLA-DQA1
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	AIF1
GO_Biological_Process_2023	Regulation Of Phosphate Metabolic Process (GO:0019220)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	CD24
GO_Biological_Process_2023	Prostanoid Biosynthetic Process (GO:0046457)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	PTGDS
GO_Biological_Process_2023	Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	HLA-DQA1
GO_Biological_Process_2023	Negative Regulation Of Blood Pressure (GO:0045776)	1/14	4.187684e-02	1.531222e-01	0	0	2.554615e+01	8.105852e+01	NOS2
GO_Biological_Process_2023	Positive Regulation Of T Cell Activation (GO:0050870)	2/107	4.229789e-02	1.532839e-01	0	0	6.403228e+00	2.025353e+01	AIF1;HLA-DQA1
GO_Biological_Process_2023	Extracellular Structure Organization (GO:0043062)	2/109	4.373290e-02	1.532839e-01	0	0	6.282908e+00	1.966333e+01	MMP12;MMP1
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/109	4.373290e-02	1.532839e-01	0	0	6.282908e+00	1.966333e+01	DIABLO;S100A9
GO_Biological_Process_2023	External Encapsulating Structure Organization (GO:0045229)	2/110	4.445719e-02	1.532839e-01	0	0	6.224419e+00	1.937804e+01	MMP12;MMP1
GO_Biological_Process_2023	Response To Lipid (GO:0033993)	2/110	4.445719e-02	1.532839e-01	0	0	6.224419e+00	1.937804e+01	NOS2;S100A9
GO_Biological_Process_2023	Glutamine Family Amino Acid Catabolic Process (GO:0009065)	1/15	4.480115e-02	1.532839e-01	0	0	2.372024e+01	7.366371e+01	NOS2
GO_Biological_Process_2023	High-Density Lipoprotein Particle Remodeling (GO:0034375)	1/15	4.480115e-02	1.532839e-01	0	0	2.372024e+01	7.366371e+01	APOC1
GO_Biological_Process_2023	Regulation Of Lipoprotein Lipase Activity (GO:0051004)	1/15	4.480115e-02	1.532839e-01	0	0	2.372024e+01	7.366371e+01	APOC1
GO_Biological_Process_2023	Nitric Oxide Biosynthetic Process (GO:0006809)	1/15	4.480115e-02	1.532839e-01	0	0	2.372024e+01	7.366371e+01	NOS2
GO_Biological_Process_2023	Cytoskeleton Organization (GO:0007010)	2/111	4.518595e-02	1.535041e-01	0	0	6.167004e+00	1.909902e+01	CCL13;DES
GO_Biological_Process_2023	Regulation Of Interleukin-6 Production (GO:0032675)	2/114	4.739877e-02	1.544344e-01	0	0	6.000908e+00	1.829772e+01	NOS2;AIF1
GO_Biological_Process_2023	Glycoprotein Catabolic Process (GO:0006516)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	MMP12
GO_Biological_Process_2023	Heart Process (GO:0003015)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	TNNI3
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	AIF1
GO_Biological_Process_2023	Nitric Oxide Metabolic Process (GO:0046209)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	NOS2
GO_Biological_Process_2023	Regulation Of Response To Cytokine Stimulus (GO:0060759)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	CD24
GO_Biological_Process_2023	Negative Regulation Of ATP-dependent Activity (GO:0032780)	1/16	4.771669e-02	1.544344e-01	0	0	2.213778e+01	6.735362e+01	TNNI3
GO_Biological_Process_2023	Regulation Of Cellular Respiration (GO:0043457)	1/17	5.062347e-02	1.584879e-01	0	0	2.075313e+01	6.191363e+01	NOS2
GO_Biological_Process_2023	Rac Protein Signal Transduction (GO:0016601)	1/17	5.062347e-02	1.584879e-01	0	0	2.075313e+01	6.191363e+01	AIF1
GO_Biological_Process_2023	Neuron Maturation (GO:0042551)	1/17	5.062347e-02	1.584879e-01	0	0	2.075313e+01	6.191363e+01	C1QA
GO_Biological_Process_2023	Nicotinamide Nucleotide Metabolic Process (GO:0046496)	1/17	5.062347e-02	1.584879e-01	0	0	2.075313e+01	6.191363e+01	ME1
GO_Biological_Process_2023	Prostaglandin Biosynthetic Process (GO:0001516)	1/17	5.062347e-02	1.584879e-01	0	0	2.075313e+01	6.191363e+01	PTGDS
GO_Biological_Process_2023	Establishment Of Vesicle Localization (GO:0051650)	1/18	5.352153e-02	1.602301e-01	0	0	1.953137e+01	5.718144e+01	F8A1
GO_Biological_Process_2023	Negative Regulation Of Lipid Catabolic Process (GO:0050995)	1/18	5.352153e-02	1.602301e-01	0	0	1.953137e+01	5.718144e+01	APOC1
GO_Biological_Process_2023	Regulation Of Epithelial Cell Differentiation (GO:0030856)	1/18	5.352153e-02	1.602301e-01	0	0	1.953137e+01	5.718144e+01	CD24
