Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Linoleic acid metabolism,0.06492535021187634,0.4912726045806014,0,0,16.5183908045977,45.16982257141486,PLA2G2A
KEGG_2021_Human,Diabetic cardiomyopathy,0.0760083889869411,0.4912726045806014,0,0,3.1569367369589347,8.135146782329443,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,alpha-Linolenic acid metabolism,0.07627392016508557,0.4912726045806014,0,0,13.763409961685824,35.41909234709901,PLA2G2A
KEGG_2021_Human,Vitamin digestion and absorption,0.08748630574529569,0.4912726045806014,0,0,11.795566502463053,28.73722023253115,RBP2
KEGG_2021_Human,Toll-like receptor signaling pathway,0.09448954460472055,0.4912726045806014,0,0,4.006164191650322,9.451607327158595,CXCL8;CCL4L2
KEGG_2021_Human,Folate biosynthesis,0.10405306658687134,0.4912726045806014,0,0,9.711967545638945,21.976767078601995,GGH
KEGG_2021_Human,Vascular smooth muscle contraction,0.11179113695961321,0.4912726045806014,0,0,3.6119817997977757,7.914296387210007,RAMP2;PLA2G2A
KEGG_2021_Human,Human cytomegalovirus infection,0.1118580937627786,0.4912726045806014,0,0,2.650233426704015,5.805400539029629,CXCL8;GNG4;CCL4L2
KEGG_2021_Human,Coronavirus disease,0.11314956008854676,0.4912726045806014,0,0,2.6360990712074304,5.744177959615169,CXCL8;RPS4Y1;RPS10
KEGG_2021_Human,Oxidative phosphorylation,0.11376218352484295,0.4912726045806014,0,0,3.5728932233058264,7.766201915461182,NDUFB5;NDUFC2
KEGG_2021_Human,Asthma,0.11493201677863069,0.4912726045806014,0,0,8.688445251058681,18.796708298439928,FCER1G
KEGG_2021_Human,Tyrosine metabolism,0.11493201677863069,0.4912726045806014,0,0,8.688445251058681,18.796708298439928,ADH1C
KEGG_2021_Human,Parkinson disease,0.11574970726514659,0.4912726045806014,0,0,2.6082720588235295,5.624282547313401,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,Cytokine-cytokine receptor interaction,0.11969228432035306,0.4912726045806014,0,0,2.567601809954751,5.450585043842437,CXCL8;CCL4L2;CXCL14
KEGG_2021_Human,NF-kappa B signaling pathway,0.11972890833190061,0.4912726045806014,0,0,3.460513565891473,7.345027210633294,CXCL8;CCL4L2
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,0.12374960472855698,0.4912726045806014,0,0,3.3894162316089225,7.082168511721118,FCER1G;GZMB
KEGG_2021_Human,Purine metabolism,0.12577229392688993,0.4912726045806014,0,0,3.354944796805262,6.955747322579352,URAD;NME1
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,0.1304456168205519,0.4912726045806014,0,0,2.4650246305418717,5.020759378114184,MMP7;SLC25A5;MAD2L1
KEGG_2021_Human,Retinol metabolism,0.13100602788816038,0.4912726045806014,0,0,7.50208986415883,15.248087242057208,ADH1C
KEGG_2021_Human,Glyoxylate and dicarboxylate metabolism,0.14156134658713307,0.5144673612029247,0,0,6.87595785440613,13.44264964012768,GCSH
KEGG_2021_Human,Prion disease,0.14576575234082867,0.5144673612029247,0,0,2.3365035733919735,4.499531994507436,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,Phospholipase D signaling pathway,0.1569808936898162,0.5216594862342236,0,0,2.9104447164422687,5.389070176721998,CXCL8;FCER1G
KEGG_2021_Human,"Glycine, serine and threonine metabolism",0.16229317471200086,0.5216594862342236,0,0,5.892036124794745,10.713788948051063,GCSH
KEGG_2021_Human,Propanoate metabolism,0.17247267686408627,0.5216594862342236,0,0,5.498467432950192,9.663646963459522,LDHB
KEGG_2021_Human,Allograft rejection,0.17751647097604087,0.5216594862342236,0,0,5.32072673340749,9.197897100488381,GZMB
KEGG_2021_Human,Autoimmune thyroid disease,0.17751647097604087,0.5216594862342236,0,0,5.32072673340749,9.197897100488381,GZMB
KEGG_2021_Human,Neuroactive ligand-receptor interaction,0.17852436380329934,0.5216594862342236,0,0,2.673855963990998,4.6071345635223055,GAL;UTS2
KEGG_2021_Human,Ether lipid metabolism,0.1825298703369666,0.5216594862342236,0,0,5.154094827586207,8.766298100781453,PLA2G2A
KEGG_2021_Human,Huntington disease,0.18258082018197827,0.5216594862342236,0,0,2.088407580605464,3.551467310710565,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,Fatty acid degradation,0.1924662079320819,0.5238271990489479,0,0,4.850236646382691,7.99238817090502,ADH1C
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,0.1924662079320819,0.5238271990489479,0,0,4.850236646382691,7.99238817090502,ADH1C
KEGG_2021_Human,Type I diabetes mellitus,0.20228312546603164,0.5238271990489479,0,0,4.580140485312899,7.3194627465456135,GZMB
KEGG_2021_Human,Graft-versus-host disease,0.20228312546603164,0.5238271990489479,0,0,4.580140485312899,7.3194627465456135,GZMB
KEGG_2021_Human,Influenza A,0.21382935549312818,0.5238271990489479,0,0,2.3656146179401993,3.6491426680749304,CXCL8;SLC25A5
KEGG_2021_Human,Arginine and proline metabolism,0.21678768844436214,0.5238271990489479,0,0,4.226937813144709,6.462298074329714,CKMT2
KEGG_2021_Human,Bladder cancer,0.21678768844436214,0.5238271990489479,0,0,4.226937813144709,6.462298074329714,CXCL8
KEGG_2021_Human,Cellular senescence,0.22052976675080482,0.5238271990489479,0,0,2.315498455033339,3.500391336875939,CXCL8;SLC25A5
KEGG_2021_Human,Transcriptional misregulation in cancer,0.22500693509258568,0.5238271990489479,0,0,2.2832397754611065,3.4057353715406946,CXCL8;GZMB
KEGG_2021_Human,RNA transport,0.2339820455645677,0.5238271990489479,0,0,2.2213204307788357,3.226492126825209,SUMO2;EIF3E
KEGG_2021_Human,Malaria,0.23572223957202657,0.5238271990489479,0,0,3.8326650628174286,5.538588567477661,CXCL8
KEGG_2021_Human,Proteasome,0.23572223957202657,0.5238271990489479,0,0,3.8326650628174286,5.538588567477661,POMP
KEGG_2021_Human,Nucleotide excision repair,0.24038472448292675,0.5244757625082038,0,0,3.7452978056426334,5.338976779786621,CETN2
KEGG_2021_Human,Cytosolic DNA-sensing pathway,0.2450190870996452,0.5250409009278112,0,0,3.6618135376756067,5.150044737833974,CCL4L2
KEGG_2021_Human,Pyrimidine metabolism,0.2542041152047064,0.527904066947006,0,0,3.505502567865004,4.801198474807397,NME1
KEGG_2021_Human,Amyotrophic lateral sclerosis,0.2555580780349781,0.527904066947006,0,0,1.7456346749226006,2.381579134408268,NDUFB5;NDUFC2;PFN2
KEGG_2021_Human,Alzheimer disease,0.2654058350158166,0.527904066947006,0,0,1.7089144936325045,2.2668668244536523,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,RIG-I-like receptor signaling pathway,0.26777490029452694,0.527904066947006,0,0,3.2944827586206897,4.3408387351867646,CXCL8
KEGG_2021_Human,Staphylococcus aureus infection,0.27668616288963116,0.527904066947006,0,0,3.1673297966401415,4.069611473449009,KRT23
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,0.2768157247723831,0.527904066947006,0,0,1.9674695459579181,2.52702427458592,CXCL8;GNG4
KEGG_2021_Human,Complement and coagulation cascades,0.2811015014748502,0.527904066947006,0,0,3.107351984385166,3.9433522832310874,PROCR
KEGG_2021_Human,GABAergic synapse,0.2898523929450915,0.527904066947006,0,0,2.993939393939394,3.7076450718797784,GNG4
KEGG_2021_Human,Morphine addiction,0.2898523929450915,0.527904066947006,0,0,2.993939393939394,3.7076450718797784,GNG4
KEGG_2021_Human,Thermogenesis,0.2903472368208533,0.527904066947006,0,0,1.8988238438920075,2.3482331114273896,NDUFB5;NDUFC2
KEGG_2021_Human,Fc epsilon RI signaling pathway,0.3070394520517071,0.5408196198274582,0,0,2.7901811805961425,3.2945874316865074,FCER1G
KEGG_2021_Human,Ras signaling pathway,0.3083441733585518,0.5408196198274582,0,0,1.814336825964733,2.134637443259802,GNG4;PLA2G2A
KEGG_2021_Human,Central carbon metabolism in cancer,0.3112715592140719,0.5408196198274582,0,0,2.743486590038314,3.2018945765774958,LDHB
KEGG_2021_Human,Pancreatic secretion,0.3154781115660173,0.5408196198274582,0,0,2.69832296966271,3.1129634033774867,PLA2G2A
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,0.32381516122137227,0.5465766015193539,0,0,2.6122970260901295,2.9455801920893414,CXCL8
KEGG_2021_Human,Circadian entrainment,0.3279459609116124,0.5465766015193539,0,0,2.5713002873563218,2.8667592430923365,GNG4
KEGG_2021_Human,Pertussis,0.34018925505046765,0.5592152137815907,0,0,2.4556527706296105,2.6478154180740425,CXCL8
KEGG_2021_Human,Serotonergic synapse,0.34822867585021483,0.5646951500273755,0,0,2.3841412627019825,2.515020844239022,GNG4
KEGG_2021_Human,Glutamatergic synapse,0.3561712403700133,0.5698739845920213,0,0,2.3166585721223893,2.3915877696331216,GNG4
KEGG_2021_Human,Shigellosis,0.36170201069927443,0.5711084379462228,0,0,1.600248363061639,1.6273478986095864,CXCL8;PFN2
KEGG_2021_Human,Progesterone-mediated oocyte maturation,0.367906001556303,0.5733600024254073,0,0,2.222273998136067,2.2221135588306544,MAD2L1
KEGG_2021_Human,Glycerophospholipid metabolism,0.3756114428741527,0.5756745764426052,0,0,2.1634906231094977,2.11849016207711,PLA2G2A
KEGG_2021_Human,IL-17 signaling pathway,0.3869958058104523,0.5756745764426052,0,0,2.0808962607303942,1.9754810187549683,CXCL8
KEGG_2021_Human,Glucagon signaling pathway,0.3907447995509355,0.5756745764426052,0,0,2.054741379310345,1.9308417453239763,LDHB
KEGG_2021_Human,Pathways of neurodegeneration,0.39673560852900475,0.5756745764426052,0,0,1.336502384737679,1.2355766659443348,NDUFB5;NDUFC2;SLC25A5
KEGG_2021_Human,Alcoholism,0.3981749153728019,0.5756745764426052,0,0,2.004345388281469,1.845729279896048,GNG4
KEGG_2021_Human,Rheumatoid arthritis,0.3981749153728019,0.5756745764426052,0,0,2.004345388281469,1.845729279896048,CXCL8
KEGG_2021_Human,Cholinergic synapse,0.40551543494614184,0.5770096843725815,0,0,1.9563492063492063,1.7657936376492338,GNG4
KEGG_2021_Human,Amoebiasis,0.4127674264518201,0.5770096843725815,0,0,1.9105854049719326,1.6906215733996035,CXCL8
KEGG_2021_Human,Salmonella infection,0.4135236071336834,0.5770096843725815,0,0,1.430839231547017,1.263489241035617,CXCL8;PFN2
KEGG_2021_Human,HIF-1 signaling pathway,0.43746736532045155,0.5801853608108257,0,0,1.7659127425534544,1.4599739570017518,LDHB
KEGG_2021_Human,C-type lectin receptor signaling pathway,0.4409110364141022,0.5801853608108257,0,0,1.7470041574957202,1.4306429400606238,FCER1G
KEGG_2021_Human,Chagas disease,0.4409110364141022,0.5801853608108257,0,0,1.7470041574957202,1.4306429400606238,CXCL8
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,0.44433386438823064,0.5801853608108257,0,0,1.7284936479128856,1.4021178392204412,CXCL8
KEGG_2021_Human,Neutrophil extracellular trap formation,0.4477359738553033,0.5801853608108257,0,0,1.7103687739463602,1.37436950395696,SLC25A5
KEGG_2021_Human,Oocyte meiosis,0.4477359738553033,0.5801853608108257,0,0,1.7103687739463602,1.37436950395696,MAD2L1
KEGG_2021_Human,Estrogen signaling pathway,0.4511174888653688,0.5801853608108257,0,0,1.6926176087214124,1.3473701058820566,KRT23
KEGG_2021_Human,Platelet activation,0.4544785326351468,0.5801853608108257,0,0,1.675228712174525,1.3210930674779595,FCER1G
KEGG_2021_Human,Dopaminergic synapse,0.46772043498059435,0.5908047599754875,0,0,1.6090827135451882,1.222717049780503,GNG4
KEGG_2021_Human,Apelin signaling pathway,0.48382669922228555,0.6016533182401801,0,0,1.5333548179181438,1.11325929204548,GNG4
KEGG_2021_Human,Relaxin signaling pathway,0.49325818054730347,0.6016533182401801,0,0,1.4912225705329154,1.0538806165087942,GNG4
KEGG_2021_Human,Sphingolipid signaling pathway,0.49636398754814853,0.6016533182401801,0,0,1.477684581132857,1.0350379224162225,FCER1G
KEGG_2021_Human,Necroptosis,0.49636398754814853,0.6016533182401801,0,0,1.477684581132857,1.0350379224162225,SLC25A5
KEGG_2021_Human,Spinocerebellar ataxia,0.5146075225713562,0.6149512048030068,0,0,1.4013164357991945,0.9309656404586593,SLC25A5
KEGG_2021_Human,Cell cycle,0.5175839307091974,0.6149512048030068,0,0,1.3893434638612896,0.91499879512455,MAD2L1
KEGG_2021_Human,cGMP-PKG signaling pathway,0.5321974479117998,0.6220641453957987,0,0,1.3323988412297916,0.8403981988557665,SLC25A5
KEGG_2021_Human,Fluid shear stress and atherosclerosis,0.5350671947940991,0.6220641453957987,0,0,1.3215609936967,0.8264552713504574,SUMO2
KEGG_2021_Human,Hepatitis C,0.5435724176799565,0.6220641453957987,0,0,1.2900714996832292,0.7864177018023555,EIF3E
KEGG_2021_Human,Apoptosis,0.5491569208030124,0.6220641453957987,0,0,1.2698921856901006,0.7611366102755268,GZMB
KEGG_2021_Human,Spliceosome,0.5519237862678343,0.6220641453957987,0,0,1.2600353669319186,0.748896111516972,SF3B6
KEGG_2021_Human,Yersinia infection,0.5546738629779205,0.6220641453957987,0,0,1.2503290339563042,0.736912639671872,CXCL8
KEGG_2021_Human,Wnt signaling pathway,0.5628243644177015,0.6253604049085572,0,0,1.2220792588780236,0.7024360815135591,MMP7
KEGG_2021_Human,Hepatitis B,0.5889420978971142,0.6475154530655479,0,0,1.1364144316730524,0.6016489446337564,CXCL8
KEGG_2021_Human,NOD-like receptor signaling pathway,0.5939774406799829,0.6475154530655479,0,0,1.1206896551724137,0.5837828626656075,CXCL8
KEGG_2021_Human,Calcium signaling pathway,0.5989517940856318,0.6475154530655479,0,0,1.1053898726312519,0.566594287011254,SLC25A5
KEGG_2021_Human,Tuberculosis,0.6063005644376639,0.6496077476117827,0,0,1.083200121793408,0.5420110648812625,FCER1G
KEGG_2021_Human,Rap1 signaling pathway,0.6541442512529688,0.6908138753964492,0,0,0.9495455760491847,0.4030131450034997,PFN2
KEGG_2021_Human,Pathogenic Escherichia coli infection,0.6562731816266268,0.6908138753964492,0,0,0.9439904325294001,0.39758813579354035,CXCL8
KEGG_2021_Human,Regulation of actin cytoskeleton,0.6687773838196698,0.694218023952355,0,0,0.9119630129069544,0.36688639880765245,PFN2
KEGG_2021_Human,Human immunodeficiency virus 1 infection,0.6728446707587058,0.694218023952355,0,0,0.9017590652187718,0.3573137128730418,GNG4
KEGG_2021_Human,Lipid and atherosclerosis,0.6768625733535462,0.694218023952355,0,0,0.8917781546385277,0.34804943869363514,CXCL8
KEGG_2021_Human,Endocytosis,0.7554114529759218,0.7668405764721837,0,0,0.7135007057874572,0.20013174466014097,SNX3
KEGG_2021_Human,Pathways in cancer,0.7604502383349155,0.7668405764721837,0,0,0.7282989286647504,0.19944073043988877,CXCL8;GNG4
KEGG_2021_Human,PI3K-Akt signaling pathway,0.8218055640955191,0.8218055640955191,0,0,0.5809747456021094,0.11401713736241374,GNG4
GO_Biological_Process_2023,B Cell Receptor Signaling Pathway (GO:0050853),6.684112369250998e-06,0.004511775849244424,0,0,22.15322829780661,263.97293123283885,IGHG3;IGHG1;IGHG2;IGKC;IGLC3
GO_Biological_Process_2023,Retina Homeostasis (GO:0001895),0.00040113404214023486,0.10211310125392718,0,0,24.134453781512605,188.7607499256788,IGHG3;IGKC;JCHAIN
GO_Biological_Process_2023,Fatty Acid Transport (GO:0015908),0.0004538360055730097,0.10211310125392718,0,0,23.035828877005347,177.3246194878486,FABP1;FABP2;FABP3
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),0.0008800370019767015,0.10788340520343384,0,0,7.344248790031923,51.670804631254825,IGHG3;IGHG1;IGHG2;IGKC;IGLC3
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),0.0009240253782211548,0.10788340520343384,0,0,3.3810340602793434,23.622510793686267,FABP1;PRDX3;PRELID1;NPM1;UBD;APIP;OLFM4;IER3IP1;TDGF1;NME1;MAD2L1
GO_Biological_Process_2023,Lipid Transport (GO:0006869),0.0009589636018083009,0.10788340520343384,0,0,10.02310924369748,69.6571757085504,FABP1;FABP2;PRELID1;FABP3
GO_Biological_Process_2023,Receptor Internalization (GO:0031623),0.0022503953948945824,0.2005848370417038,0,0,12.653823529411765,77.14592495941864,RAMP2;CXCL8;FCER1G
GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),0.002565035827209452,0.2005848370417038,0,0,12.049579831932773,71.885176503002,SNX3;FCER1G;OLFM4
GO_Biological_Process_2023,Negative Regulation Of Protein Catabolic Process (GO:0042177),0.002732025944188301,0.2005848370417038,0,0,11.768536251709987,69.4662782831481,SNX3;F8A1;MAD2L1
GO_Biological_Process_2023,NADH Dehydrogenase Complex Assembly (GO:0010257),0.003272697870504006,0.2005848370417038,0,0,10.998721227621484,62.9362292558097,NDUFB5;TMEM126A;NDUFC2
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),0.003272697870504006,0.2005848370417038,0,0,10.998721227621484,62.9362292558097,NDUFB5;TMEM126A;NDUFC2
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),0.0035659526585191787,0.2005848370417038,0,0,3.834092767846711,21.610189221456487,FABP1;PRDX3;PRELID1;NPM1;APIP;TDGF1;MAD2L1
GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),0.004539773204894223,0.22598325452673249,0,0,9.725565610859729,52.468242120830084,CXCL8;CXCL14;JCHAIN
GO_Biological_Process_2023,Neutrophil Activation (GO:0042119),0.0046870600938877845,0.22598325452673249,0,0,22.272868217054263,119.44827278534652,CXCL8;FCER1G
GO_Biological_Process_2023,Response To Fibroblast Growth Factor (GO:0071774),0.0064711208736864985,0.24317991562299368,0,0,18.55684754521964,93.5340446649545,CXCL8;TDGF1
GO_Biological_Process_2023,Pyroptosis (GO:0070269),0.007805809283230054,0.24317991562299368,0,0,16.698837209302326,81.03757071944689,APIP;GZMB
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),0.009710219431435926,0.24317991562299368,0,0,3.150045010288066,14.59912425868633,FABP1;PRDX3;PRELID1;NPM1;APIP;TDGF1;MAD2L1
GO_Biological_Process_2023,Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073),0.012127249955933343,0.24317991562299368,0,0,165.28735632183907,729.297451223478,FABP3
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex Assembly (GO:0033108),0.013187014095607179,0.24317991562299368,0,0,6.471945701357466,28.013963973753462,NDUFB5;TMEM126A;NDUFC2
GO_Biological_Process_2023,Membrane Protein Proteolysis (GO:0033619),0.01516727932197396,0.24317991562299368,0,0,11.509222133119486,48.207698711729634,MMP7;PARL
GO_Biological_Process_2023,Negative Regulation Of Mitochondrion Organization (GO:0010823),0.016115160865887344,0.24317991562299368,0,0,11.124806201550388,45.923141944029425,PRELID1;SLC25A5
GO_Biological_Process_2023,Regulation Of Mitochondrial Membrane Potential (GO:0051881),0.016115160865887344,0.24317991562299368,0,0,11.124806201550388,45.923141944029425,PRDX3;PRELID1
GO_Biological_Process_2023,Response To Tumor Necrosis Factor (GO:0034612),0.017464594319305103,0.24317991562299368,0,0,5.7987829614604465,23.47103578897985,CXCL8;UBD;TDGF1
GO_Biological_Process_2023,Negative Regulation Of Transferase Activity (GO:0051348),0.01808484022794232,0.24317991562299368,0,0,10.428052325581396,41.84445002131657,PRDX3;MAD2L1
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",0.01808484022794232,0.24317991562299368,0,0,10.428052325581396,41.84445002131657,NDUFB5;NDUFC2
GO_Biological_Process_2023,Ethanol Oxidation (GO:0006069),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,ADH1C
GO_Biological_Process_2023,Glomerular Epithelial Cell Differentiation (GO:0072311),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,PTPRO
GO_Biological_Process_2023,Tripartite Regional Subdivision (GO:0007351),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,TDGF1
GO_Biological_Process_2023,Amylin Receptor Signaling Pathway (GO:0097647),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,RAMP2
GO_Biological_Process_2023,"Anterior/Posterior Axis Specification, Embryo (GO:0008595)",0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,TDGF1
GO_Biological_Process_2023,Regulation Of Neutrophil Extravasation (GO:2000389),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,OLFM4
GO_Biological_Process_2023,Regulation Of Retinal Ganglion Cell Axon Guidance (GO:0090259),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,PTPRO
GO_Biological_Process_2023,Renal Filtration Cell Differentiation (GO:0061318),0.018136261897632993,0.24317991562299368,0,0,82.63793103448276,331.36504046729743,PTPRO
GO_Biological_Process_2023,Protein Maturation (GO:0051604),0.018508233445872196,0.24317991562299368,0,0,5.667680105750165,22.611434192411735,GCSH;GZMB;PARL
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),0.018865844244807445,0.24317991562299368,0,0,4.153666374525271,16.491726006210055,EEF1G;MRPL3;RPS4Y1;RPS10
GO_Biological_Process_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),0.021219261440478015,0.24317991562299368,0,0,9.532225913621263,36.72619801798688,CXCL8;CXCL14
GO_Biological_Process_2023,Regulation Of Circadian Sleep/Wake Cycle (GO:0042749),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,PTGDS
GO_Biological_Process_2023,"Regulation Of Circadian Sleep/Wake Cycle, Sleep (GO:0045187)",0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,PTGDS
GO_Biological_Process_2023,L-methionine Salvage (GO:0071267),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,APIP
GO_Biological_Process_2023,Glycine Metabolic Process (GO:0006544),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,GCSH
GO_Biological_Process_2023,Histone Arginine Methylation (GO:0034969),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,COPRS
GO_Biological_Process_2023,Regulation Of mRNA Binding (GO:1902415),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,EIF3E
GO_Biological_Process_2023,Inclusion Body Assembly (GO:0070841),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,UBD
GO_Biological_Process_2023,Calcitonin Family Receptor Signaling Pathway (GO:0097646),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,RAMP2
GO_Biological_Process_2023,Regulation Of Protein Targeting (GO:1903533),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,PARL
GO_Biological_Process_2023,Purine-Containing Compound Catabolic Process (GO:0072523),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,URAD
GO_Biological_Process_2023,Renal System Process Involved In Regulation Of Blood Volume (GO:0001977),0.024109140304766567,0.24317991562299368,0,0,55.088122605363985,205.21230463333174,PTPRO
GO_Biological_Process_2023,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),0.024561903633622734,0.24317991562299368,0,0,8.777845777233782,32.53560036245888,CXCL8;TDGF1
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.025720929886226006,0.24317991562299368,0,0,8.552176505664878,31.304816423452444,NDUFB5;NDUFC2
GO_Biological_Process_2023,Response To Hydrogen Peroxide (GO:0042542),0.025720929886226006,0.24317991562299368,0,0,8.552176505664878,31.304816423452444,PRDX3;FABP1
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.026901850676192482,0.24317991562299368,0,0,8.337790697674418,30.14578417217047,NDUFB5;NDUFC2
GO_Biological_Process_2023,Receptor-Mediated Endocytosis (GO:0006898),0.028085479984139235,0.24317991562299368,0,0,4.798655462184874,17.14320893633629,RAMP2;CXCL8;FCER1G
GO_Biological_Process_2023,Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,CXCL8
GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,PRELID1
GO_Biological_Process_2023,Positive Regulation Of mRNA Binding (GO:1902416),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,EIF3E
GO_Biological_Process_2023,Positive Regulation Of Mitophagy (GO:1901526),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,SLC25A5
GO_Biological_Process_2023,Regulation Of Glomerular Filtration (GO:0003093),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,PTPRO
GO_Biological_Process_2023,SMAD Protein Complex Assembly (GO:0007183),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,FKBP1A
GO_Biological_Process_2023,Heart Trabecula Formation (GO:0060347),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,FKBP1A
GO_Biological_Process_2023,Negative Regulation Of Protein Kinase Activity By Regulation Of Protein Phosphorylation (GO:0044387),0.0300460981584608,0.24317991562299368,0,0,41.3132183908046,144.8037588259504,NPM1
